Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Rest Home & Village Centre ,dynamic,Rest Home & Village Centre ,
,,Tosca Independent Apts,dynamic,Tosca Independent Apts,
,,Serviced Apts,dynamic,Serviced Apts,
,,Figaro Independent Apts,dynamic,Figaro Independent Apts,
,,La Scala Independent Apts,dynamic,La Scala Independent Apts,
,Columns,,,,
,,Main Building & Townhouse Spiderproofing,,Main Building & Townhouse Spiderproofing,
,,Main Building Gutter Debris Removal,,Main Building Gutter Debris Removal,
,,Main Building Plaster Wall Washdowns,,Main Building Plaster Wall Washdowns,
,,Main Building Roof Treatment,,Main Building Roof Treatment,
,,Path Treatments & Lamp Cleaning,,Path Treatments & Lamp Cleaning,
