"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Hydrant Install Progress"
,"Scope",,,"hydrant install"
,"Rows"
,,"Basement","grouping","basement"
,,"Basement 4","expanded","basement 4","hydrant install","site qa"
,,"Basement 3","expanded","basement 3","hydrant install","site qa"
,,"Basement 2","expanded","hydrant install","basement 2","site qa"
,,"Basement 1","expanded","hydrant install","basement 1","site qa"
,,"Building A","grouping","building a"
,,"Ground Floor","expanded","ground floor","site qa","building a","hydrant install"
,,"Level 1","expanded","site qa","level 1","building a","hydrant install"
,,"Level 2","expanded","site qa","building a","hydrant install","level 2"
,,"Level 3","expanded","site qa","building a","hydrant install","level 3"
,,"Level 4","expanded","level 4","site qa","building a","hydrant install"
,,"Level 5","expanded","level 5","site qa","building a","hydrant install"
,,"Level 6","expanded","level 6","site qa","building a","hydrant install"
,,"Level 7","expanded","level 7","site qa","building a","hydrant install"
,,"Level 8","expanded","site qa","level 8","building a","hydrant install"
,,"Level 9","expanded","site qa","level 9","building a","hydrant install"
,,"Level 10","expanded","level 10","site qa","building a","hydrant install"
,,"Level 11","expanded","site qa","level 11","building a","hydrant install"
,,"Level 12","expanded","site qa","level 12","building a","hydrant install"
,,"Level 13","expanded","site qa","building a","hydrant install","level 13"
,,"Level 14","expanded","site qa","building a","hydrant install","level 14"
,,"Level 15","expanded","level 15","site qa","building a","hydrant install"
,,"Level 16","expanded","level 16","site qa","building a","hydrant install"
,,"Level 17","expanded","level 17","site qa","building a","hydrant install"
,,"Level 18","expanded","level 18","site qa","building a","hydrant install"
,,"Level 19","expanded","site qa","level 19","building a","hydrant install"
,,"Level 20","expanded","level 20","site qa","building a","hydrant install"
,,"Building B","grouping","building b"
,,"Ground Floor","expanded","ground floor","site qa","hydrant install","building b"
,,"Level 1","expanded","site qa","level 1","hydrant install","building b"
,,"Level 2","expanded","site qa","hydrant install","level 2","building b"
,,"Level 3","expanded","site qa","hydrant install","building b","level 3"
,,"Level 4","expanded","level 4","site qa","hydrant install","building b"
,,"Level 5","expanded","level 5","site qa","hydrant install","building b"
,,"Level 6","expanded","level 6","site qa","hydrant install","building b"
,,"Level 7","expanded","level 7","site qa","hydrant install","building b"
,,"Level 8","expanded","site qa","level 8","hydrant install","building b"
,,"Level 9","expanded","site qa","level 9","hydrant install","building b"
,,"Level 10","expanded","level 10","site qa","hydrant install","building b"
,,"Level 11","expanded","site qa","level 11","hydrant install","building b"
,,"Level 12","expanded","site qa","level 12","hydrant install","building b"
,,"Level 13","expanded","site qa","hydrant install","building b","level 13"
,,"Level 14","expanded","site qa","hydrant install","level 14","building b"
,,"Building C","grouping","building c"
,,"Ground Floor","expanded","ground floor","site qa","hydrant install","building c"
,,"Level 1","expanded","site qa","level 1","hydrant install","building c"
,,"Level 2","expanded","site qa","hydrant install","level 2","building c"
,,"Level 3","expanded","site qa","hydrant install","level 3","building c"
,,"Level 4","expanded","level 4","site qa","hydrant install","building c"
,"Columns"
,,"Sprinkler heads approved for use",,"sprinkler heads approved for use"
,,"Fixing methods approved for use",,"fixing methods approved for use"
,,"Hanger/Bracket spacing","Hanger / Bracket spacing","fixing methods approved for use"
,,"Support within 1.0m of change of direction",,"support within 1.0m of change of direction"
,,"Support within 1.0m of rolled grooved couplings",,"support within 1.0m of rolled grooved couplings"
,,"Range pipes exceeding 500mm long supported",,"range pipes exceeding 500mm long supported"
,,"Range pipe supports from distributions 2m max & 1m maximum from end",,"range pipe supports from distributions 2m max. and 1m maximum from end."
,,"Hanger rods: zinc/galvanised finish",,"hanger rods: zinc / galvanised finish"
,,"Sprinkler system ext.pipework/plenum tunnels/flush drains/galvanised steel to AS1074 medium",,"sprinkler system external pipework, plenum tunnels and flush drains, galvanised steel to as1074 medium."
,,"Pipework installed as per drawing & completed in area",,"pipework installed as per drawing & completed in area"
,,"Rolled grooved couplings on floor and riser of correct type to suit piping.",,"rolled grooved couplings on floor and riser of correct type to suit piping."
,,"Pipework left out for access by others",,"pipework left out for access by others"
,,"Number of pipes left out location/grid ref - reasons not installed","Number of pipes left out location / grid ref - reasons not installed","pipework left out for access by others"
,,"Building movement (If required)",,"building movement (if required)"

"Rough In Progress"
,"Scope",,,"rough in"
,"Rows"
,,"Basement","grouping","basement","rough in","site qa"
,,"Basement 4","expanded","basement 4","rough in","site qa"
,,"Basement 3","expanded","basement 3","rough in","site qa"
,,"Basement 2","expanded","basement 2","rough in","site qa"
,,"Basement 1","expanded","basement 1","rough in","site qa"
,,"Building A - Ground Floor","grouping","building a - ground floor"
,,"Lobby","expanded","ground floor","lobby","site qa","building a","rough in"
,,"G08","expanded","ground floor","site qa","building a","g08","rough in"
,,"G09","expanded","ground floor","g09","site qa","building a","rough in"
,,"Building A - Level 1","grouping","building a - level 1"
,,"Level 1","expanded","site qa","level 1","building a","rough in"
,,"Building A - Level 2","grouping","building a - level 2"
,,"Corridor","expanded","corridor","site qa","building a","level 2","rough in"
,,"201","expanded","201","site qa","building a","level 2","rough in"
,,"202","expanded","202","site qa","building a","level 2","rough in"
,,"203","expanded","203","site qa","building a","level 2","rough in"
,,"204","expanded","204","site qa","building a","level 2","rough in"
,,"205","expanded","205","site qa","building a","level 2","rough in"
,,"206","expanded","206","site qa","building a","level 2","rough in"
,,"207","expanded","207","site qa","building a","level 2","rough in"
,,"208","expanded","208","site qa","building a","level 2","rough in"
,,"209","expanded","209","site qa","building a","level 2","rough in"
,,"210","expanded","210","site qa","building a","level 2","rough in"
,,"Building A - Level 3","grouping","building a - level 3"
,,"301","expanded","301","site qa","building a","level 3","rough in"
,,"302","expanded","302","site qa","building a","level 3","rough in"
,,"303","expanded","303","site qa","building a","level 3","rough in"
,,"204","expanded","204","site qa","building a","level 3","rough in"
,,"205","expanded","205","site qa","building a","level 3","rough in"
,,"206","expanded","206","site qa","building a","level 3","rough in"
,,"207","expanded","207","site qa","building a","level 3","rough in"
,,"208","expanded","208","site qa","building a","level 3","rough in"
,,"209","expanded","209","site qa","building a","level 3","rough in"
,,"210","expanded","210","site qa","building a","level 3","rough in"
,,"Building A - Level 4","grouping","building a - level 4"
,,"401","expanded","401","level 4","site qa","building a","rough in"
,,"402","expanded","402","level 4","site qa","building a","rough in"
,,"403","expanded","403","level 4","site qa","building a","rough in"
,,"404","expanded","404","level 4","site qa","building a","rough in"
,,"405","expanded","405","level 4","site qa","building a","rough in"
,,"406","expanded","406","level 4","site qa","building a","rough in"
,,"407","expanded","407","level 4","site qa","building a","rough in"
,,"408","expanded","408","level 4","site qa","building a","rough in"
,,"409","expanded","409","level 4","site qa","building a","rough in"
,,"410","expanded","410","level 4","site qa","building a","rough in"
,,"Building A - Level 5","grouping","building a - level 5"
,,"501","expanded","501","level 5","site qa","building a","rough in"
,,"502","expanded","502","level 5","site qa","building a","rough in"
,,"503","expanded","503","level 5","site qa","building a","rough in"
,,"504","expanded","504","level 5","site qa","building a","rough in"
,,"505","expanded","505","level 5","site qa","building a","rough in"
,,"506","expanded","506","level 5","site qa","building a","rough in"
,,"507","expanded","507","level 5","site qa","building a","rough in"
,,"508","expanded","508","level 5","site qa","building a","rough in"
,,"509","expanded","509","level 5","site qa","building a","rough in"
,,"510","expanded","510","level 5","site qa","building a","rough in"
,,"Building A - Level 6","grouping","building a - level 6"
,,"601","expanded","601","level 6","site qa","building a","rough in"
,,"602","expanded","602","level 6","site qa","building a","rough in"
,,"603","expanded","603","level 6","site qa","building a","rough in"
,,"604","expanded","604","level 6","site qa","building a","rough in"
,,"605","expanded","605","level 6","site qa","building a","rough in"
,,"606","expanded","606","level 6","site qa","building a","rough in"
,,"607","expanded","607","level 6","site qa","building a","rough in"
,,"608","expanded","608","level 6","site qa","building a","rough in"
,,"609","expanded","609","level 6","site qa","building a","rough in"
,,"610","expanded","610","level 6","site qa","building a","rough in"
,,"Building A - Level 7","grouping","building a - level 7"
,,"701","expanded","701","level 7","site qa","building a","rough in"
,,"702","expanded","702","level 7","site qa","building a","rough in"
,,"703","expanded","703","level 7","site qa","building a","rough in"
,,"704","expanded","704","level 7","site qa","building a","rough in"
,,"705","expanded","705","level 7","site qa","building a","rough in"
,,"706","expanded","706","level 7","site qa","building a","rough in"
,,"707","expanded","707","level 7","site qa","building a","rough in"
,,"708","expanded","708","level 7","site qa","building a","rough in"
,,"709","expanded","709","level 7","site qa","building a","rough in"
,,"710","expanded","710","level 7","site qa","building a","rough in"
,,"Building A - Level 8","grouping","building a - level 8"
,,"801","expanded","801","site qa","level 8","building a","rough in"
,,"802","expanded","802","site qa","level 8","building a","rough in"
,,"803","expanded","803","site qa","level 8","building a","rough in"
,,"804","expanded","804","site qa","level 8","building a","rough in"
,,"805","expanded","805","site qa","level 8","building a","rough in"
,,"806","expanded","806","site qa","level 8","building a","rough in"
,,"807","expanded","807","site qa","level 8","building a","rough in"
,,"808","expanded","808","site qa","level 8","building a","rough in"
,,"809","expanded","809","site qa","level 8","building a","rough in"
,,"810","expanded","810","site qa","level 8","building a","rough in"
,,"Building A - Level 9","grouping","building a - level 9"
