"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Apartments (Levels M - 20)"
,"Scope",,
,"Rows"
,,"Level M","grouping","level m"
,,"apartment 101","expanded","apartment 101","level m"
,,"apartment 102","expanded","level m","apartment 102"
,,"Level 7","grouping","level 7","apartments"
,,"apartment 701","expanded","apartment 701","level 7","apartments"
,,"apartment 702","expanded","level 7","apartment 702","apartments"
,,"apartment 703","expanded","apartment 703","level 7","apartments"
,,"apartment 704","expanded","apartment 704","level 7","apartments"
,,"apartment 705","expanded","apartment 705","level 7","apartments"
,,"apartment 706","expanded","level 7","apartment 706","apartments"
,,"apartment 707","expanded","apartment 707","level 7","apartments"
,,"apartment 708","expanded","apartment 708","level 7","apartments"
,,"apartment 709","expanded","apartment 709","level 7","apartments"
,,"Level 8","grouping","level 8","apartments"
,,"apartment 801","expanded","level 8","apartment 801","apartments"
,,"apartment 802","expanded","level 8","apartment 802","apartments"
,,"apartment 803","expanded","level 8","apartment 803","apartments"
,,"apartment 804","expanded","level 8","apartment 804","apartments"
,,"apartment 805","expanded","level 8","apartment 805","apartments"
,,"apartment 806","expanded","level 8","apartment 806","apartments"
,,"apartment 807","expanded","level 8","apartment 807","apartments"
,,"apartment 808","expanded","level 8","apartment 808","apartments"
,,"apartment 809","expanded","level 8","apartment 809","apartments"
,,"apartment 810","expanded","level 8","apartment 810","apartments"
,,"apartment 811","expanded","level 8","apartment 811","apartments"
,,"apartment 812","expanded","level 8","apartment 812","apartments"
,,"apartment 813","expanded","level 8","apartment 813","apartments"
,,"apartment 814","expanded","level 8","apartment 814","apartments"
,,"Level 9","grouping","level 9","apartments"
,,"apartment 901","expanded","apartment 901","level 9","apartments"
,,"apartment 902","expanded","level 9","apartment 902","apartments"
,,"apartment 903","expanded","level 9","apartment 903","apartments"
,,"apartment 904","expanded","level 9","apartment 904","apartments"
,,"apartment 905","expanded","apartment 905","level 9","apartments"
,,"apartment 906","expanded","level 9","apartment 906","apartments"
,,"apartment 907","expanded","level 9","apartment 907","apartments"
,,"apartment 908","expanded","level 9","apartment 908","apartments"
,,"apartment 909","expanded","apartment 909","level 9","apartments"
,,"apartment 910","expanded","level 9","apartment 910","apartments"
,,"apartment 911","expanded","level 9","apartment 911","apartments"
,,"apartment 912","expanded","apartment 912","level 9","apartments"
,,"apartment 913","expanded","level 9","apartment 913","apartments"
,,"apartment 914","expanded","level 9","apartment 914","apartments"
,,"Level 10","grouping","level 10","apartments"
,,"apartment 1001","expanded","apartment 1001","level 10","apartments"
,,"apartment 1002","expanded","apartment 1002","level 10","apartments"
,,"apartment 1003","expanded","level 10","apartment 1003","apartments"
,,"apartment 1004","expanded","level 10","apartments","apartment 1004"
,,"apartment 1005","expanded","apartment 1005","level 10","apartments"
,,"apartment 1006","expanded","apartment 1006","level 10","apartments"
,,"apartment 1007","expanded","level 10","apartment 1007","apartments"
,,"apartment 1008","expanded","level 10","apartment 1008","apartments"
,,"apartment 1009","expanded","apartment 1009","level 10","apartments"
,,"apartment 1010","expanded","apartment 1010","level 10","apartments"
,,"apartment 1011","expanded","level 10","apartment 1011","apartments"
,,"apartment 1012","expanded","apartment 1012","level 10","apartments"
,,"apartment 1013","expanded","apartment 1013","level 10","apartments"
,,"apartment 1014","expanded","level 10","apartment 1014","apartments"
,,"Level 11","grouping","level 11","apartments"
,,"apartment 1101","expanded","apartment 1101","level 11","apartments"
,,"apartment 1102","expanded","level 11","apartment 1102","apartments"
,,"apartment 1103","expanded","level 11","apartments","apartment 1103"
,,"apartment 1104","expanded","apartment 1104","level 11","apartments"
,,"apartment 1105","expanded","level 11","apartment 1105","apartments"
,,"apartment 1106","expanded","level 11","apartment 1106","apartments"
,,"apartment 1107","expanded","level 11","apartment 1107","apartments"
,,"apartment 1108","expanded","apartment 1108","level 11","apartments"
,,"apartment 1109","expanded","apartment 1109","level 11","apartments"
,,"apartment 1110","expanded","level 11","apartment 1110","apartments"
,,"apartment 1111","expanded","apartment 1111","level 11","apartments"
,,"apartment 1112","expanded","apartment 1112","level 11","apartments"
,,"apartment 1113","expanded","level 11","apartment 1113","apartments"
,,"apartment 1114","expanded","level 11","apartments","apartment 1114"
,,"Level 12","grouping","level 12","apartments"
,,"apartment 1201","expanded","level 12","apartment 1201","apartments"
,,"apartment 1202","expanded","level 12","apartments","apartment 1202"
,,"apartment 1203","expanded","level 12","apartment 1203","apartments"
,,"apartment 1204","expanded","level 12","apartment 1204","apartments"
,,"apartment 1205","expanded","level 12","apartment 1205","apartments"
,,"apartment 1206","expanded","level 12","apartment 1206","apartments"
,,"apartment 1207","expanded","apartment 1207","level 12","apartments"
,,"apartment 1208","expanded","level 12","apartment 1208","apartments"
,,"apartment 1209","expanded","level 12","apartment 1209","apartments"
,,"apartment 1210","expanded","apartment 1210","level 12","apartments"
,,"apartment 1211","expanded","level 12","apartment 1211","apartments"
,,"apartment 1212","expanded","level 12","apartment 1212","apartments"
,,"apartment 1213","expanded","level 12","apartments","apartment 1213"
,,"apartment 1214","expanded","level 12","apartment 1214","apartments"
,,"Level 13","grouping","level 13","apartments"
,,"apartment 1301","expanded","level 13","apartments","apartment 1301"
,,"apartment 1302","expanded","apartment 1302","level 13","apartments"
,,"apartment 1303","expanded","apartment 1303","level 13","apartments"
,,"apartment 1304","expanded","apartment 1304","level 13","apartments"
,,"apartment 1305","expanded","apartment 1305","level 13","apartments"
,,"apartment 1306","expanded","apartment 1306","level 13","apartments"
,,"apartment 1307","expanded","apartment 1307","level 13","apartments"
,,"apartment 1308","expanded","apartment 1308","level 13","apartments"
,,"apartment 1309","expanded","apartment 1309","level 13","apartments"
,,"apartment 1310","expanded","apartment 1310","level 13","apartments"
,,"apartment 1311","expanded","apartment 1311","level 13","apartments"
,,"apartment 1312","expanded","level 13","apartments","apartment 1312"
,,"apartment 1313","expanded","apartment 1313","level 13","apartments"
,,"apartment 1314","expanded","apartment 1314","level 13","apartments"
,,"Level 14","grouping","level 14","apartments"
,,"apartment 1401","expanded","apartment 1401","level 14","apartments"
,,"apartment 1402","expanded","apartment 1402","level 14","apartments"
,,"apartment 1403","expanded","apartment 1403","level 14","apartments"
,,"apartment 1404","expanded","level 14","apartment 1404","apartments"
,,"apartment 1405","expanded","apartment 1405","level 14","apartments"
,,"apartment 1406","expanded","apartment 1406","level 14","apartments"
,,"apartment 1407","expanded","apartment 1407","level 14","apartments"
,,"apartment 1408","expanded","level 14","apartment 1408","apartments"
,,"apartment 1409","expanded","apartment 1409","level 14","apartments"
,,"apartment 1410","expanded","level 14","apartment 1410","apartments"
,,"apartment 1411","expanded","level 14","apartments","apartment 1411"
,,"apartment 1412","expanded","apartment 1412","level 14","apartments"
,,"apartment 1413","expanded","apartment 1413","level 14","apartments"
,,"apartment 1414","expanded","apartment 1414","level 14","apartments"
,,"Level 15","grouping","level 15","apartments"
,,"apartment 1501","expanded","level 15","apartment 1501","apartments"
,,"apartment 1502","expanded","level 15","apartment 1502","apartments"
,,"apartment 1503","expanded","level 15","apartment 1503","apartments"
,,"apartment 1504","expanded","apartment 1504","level 15","apartments"
,,"apartment 1505","expanded","level 15","apartment 1505","apartments"
,,"apartment 1506","expanded","level 15","apartment 1506","apartments"
,,"apartment 1507","expanded","level 15","apartment 1507","apartments"
,,"apartment 1508","expanded","apartment 1508","level 15","apartments"
,,"apartment 1509","expanded","level 15","apartment 1509","apartments"
,,"apartment 1510","expanded","level 15","apartments","apartment 1510"
,,"apartment 1511","expanded","apartment 1511","level 15","apartments"
,,"apartment 1512","expanded","level 15","apartment 1512","apartments"
