,,"apartment 1513","expanded","level 15","apartment 1513","apartments"
,,"apartment 1514","expanded","level 15","apartment 1514","apartments"
,,"Level 16","grouping","level 16","apartments"
,,"apartment 1601","expanded","level 16","apartment 1601","apartments"
,,"apartment 1602","expanded","level 16","apartment 1602","apartments"
,,"apartment 1603","expanded","level 16","apartment 1603","apartments"
,,"apartment 1604","expanded","level 16","apartment 1604","apartments"
,,"apartment 1605","expanded","level 16","apartment 1605","apartments"
,,"apartment 1606","expanded","level 16","apartment 1606","apartments"
,,"apartment 1607","expanded","level 16","apartment 1607","apartments"
,,"apartment 1608","expanded","level 16","apartment 1608","apartments"
,,"apartment 1609","expanded","level 16","apartment 1609","apartments"
,,"apartment 1610","expanded","level 16","apartment 1610","apartments"
,,"apartment 1611","expanded","level 16","apartment 1611","apartments"
,,"apartment 1612","expanded","level 16","apartment 1612","apartments"
,,"apartment 1613","expanded","level 16","apartment 1613","apartments"
,,"apartment 1614","expanded","level 16","apartment 1614","apartments"
,,"Level 17","grouping","level 17","apartments"
,,"apartment 1701","expanded","level 17","apartment 1701","apartments"
,,"apartment 1702","expanded","apartment 1702","level 17","apartments"
,,"apartment 1703","expanded","apartment 1703","level 17","apartments"
,,"apartment 1704","expanded","apartment 1704","level 17","apartments"
,,"apartment 1705","expanded","level 17","apartment 1705","apartments"
,,"apartment 1706","expanded","apartment 1706","level 17","apartments"
,,"apartment 1707","expanded","apartment 1707","level 17","apartments"
,,"apartment 1708","expanded","apartment 1708","level 17","apartments"
,,"apartment 1709","expanded","level 17","apartment 1709","apartments"
,,"apartment 1710","expanded","apartment 1710","level 17","apartments"
,,"apartment 1711","expanded","apartment 1711","level 17","apartments"
,,"apartment 1712","expanded","level 17","apartment 1712","apartments"
,,"apartment 1713","expanded","apartment 1713","level 17","apartments"
,,"apartment 1714","expanded","apartment 1714","level 17","apartments"
,,"Level 18","grouping","level 18","apartments"
,,"apartment 1801","expanded","apartment 1801","level 18","apartments"
,,"apartment 1802","expanded","apartment 1802","level 18","apartments"
,,"apartment 1803","expanded","level 18","apartment 1803","apartments"
,,"apartment 1804","expanded","level 18","apartment 1804","apartments"
,,"apartment 1805","expanded","apartment 1805","level 18","apartments"
,,"apartment 1806","expanded","apartment 1806","level 18","apartments"
,,"apartment 1807","expanded","level 18","apartment 1807","apartments"
,,"apartment 1808","expanded","level 18","apartment 1808","apartments"
,,"apartment 1809","expanded","apartment 1809","level 18","apartments"
,,"apartment 1810","expanded","level 18","apartment 1810","apartments"
,,"apartment 1811","expanded","level 18","apartment 1811","apartments"
,,"apartment 1812","expanded","apartment 1812","level 18","apartments"
,,"apartment 1813","expanded","apartment 1813","level 18","apartments"
,,"apartment 1814","expanded","level 18","apartment 1814","apartments"
,,"Level 19","grouping","level 19","apartments"
,,"apartment 1901","expanded","level 19","apartment 1901","apartments"
,,"apartment 1902","expanded","level 19","apartment 1902","apartments"
,,"apartment 1903","expanded","level 19","apartment 1903","apartments"
,,"apartment 1904","expanded","apartment 1904","level 19","apartments"
,,"apartment 1905","expanded","level 19","apartment 1905","apartments"
,,"apartment 1906","expanded","level 19","apartment 1906","apartments"
,,"apartment 1907","expanded","level 19","apartment 1907","apartments"
,,"apartment 1908","expanded","apartment 1908","level 19","apartments"
,,"apartment 1909","expanded","apartment 1909","level 19","apartments"
,,"apartment 1910","expanded","level 19","apartment 1910","apartments"
,,"apartment 1911","expanded","apartment 1911","level 19","apartments"
,,"apartment 1912","expanded","level 19","apartment 1912","apartments"
,,"apartment 1913","expanded","level 19","apartment 1913","apartments"
,,"apartment 1914","expanded","level 19","apartment 1914","apartments"
,,"Level 20","grouping","level 20","apartments"
,,"apartment 2001","expanded","apartment 2001","level 20","apartments"
,,"apartment 2002","expanded","apartment 2002","level 20","apartments"
,,"apartment 2003","expanded","apartment 2003","level 20","apartments"
,,"apartment 2004","expanded","apartment 2004","level 20","apartments"
,,"apartment 2005","expanded","level 20","apartments","apartment 2005"
,,"apartment 2006","expanded","apartment 2006","level 20","apartments"
,,"apartment 2007","expanded","apartment 2007","level 20","apartments"
,,"apartment 2008","expanded","apartment 2008","level 20","apartments"
,,"apartment 2009","expanded","level 20","apartment 2009","apartments"
,,"apartment 2010","expanded","apartment 2010","level 20","apartments"
,,"apartment 2011","expanded","apartment 2011","level 20","apartments"
,,"apartment 2012","expanded","apartment 2012","level 20","apartments"
,,"apartment 2013","expanded","apartment 2013","level 20","apartments"
,,"apartment 2014","expanded","apartment 2014","level 20","apartments"
,"Columns"
,,"Leadins",,"leadins"
,,"Roughin",,"roughin"
,,"Cut out",,"cut out"
,,"Fit off",,"fit off"
,,"Commissioning",,"commissioning"
,,"Mandatory testing",,"mandatory testing"

"Apartments (Levels 21 - 35)"
,"Scope",,
,"Rows"
,,"Level 21","grouping","level 21","apartments"
,,"apartment 2101","expanded","apartment 2101","level 21","apartments"
,,"apartment 2102","expanded","apartment 2102","level 21","apartments"
,,"apartment 2103","expanded","level 21","apartment 2103","apartments"
,,"apartment 2104","expanded","level 21","apartments","apartment 2104"
,,"apartment 2105","expanded","apartment 2105","level 21","apartments"
,,"apartment 2106","expanded","apartment 2106","level 21","apartments"
,,"apartment 2107","expanded","level 21","apartment 2107","apartments"
,,"apartment 2108","expanded","level 21","apartment 2108","apartments"
,,"apartment 2109","expanded","apartment 2109","level 21","apartments"
,,"apartment 2110","expanded","apartment 2110","level 21","apartments"
,,"apartment 2111","expanded","level 21","apartment 2111","apartments"
,,"apartment 2112","expanded","apartment 2112","level 21","apartments"
,,"apartment 2113","expanded","apartment 2113","level 21","apartments"
,,"apartment 2114","expanded","level 21","apartment 2114","apartments"
,,"Level 22","grouping","level 22","apartments"
,,"apartment 2201","expanded","apartment 2201","level 22","apartments"
,,"apartment 2202","expanded","level 22","apartment 2202","apartments"
,,"apartment 2203","expanded","level 22","apartments","apartment 2203"
,,"apartment 2204","expanded","apartment 2204","level 22","apartments"
,,"apartment 2205","expanded","level 22","apartment 2205","apartments"
,,"apartment 2206","expanded","level 22","apartment 2206","apartments"
,,"apartment 2207","expanded","level 22","apartment 2207","apartments"
,,"apartment 2208","expanded","apartment 2208","level 22","apartments"
,,"apartment 2209","expanded","apartment 2209","level 22","apartments"
,,"apartment 2210","expanded","level 22","apartment 2210","apartments"
,,"apartment 2211","expanded","apartment 2211","level 22","apartments"
,,"apartment 2212","expanded","apartment 2212","level 22","apartments"
,,"apartment 2213","expanded","level 22","apartment 2213","apartments"
,,"apartment 2214","expanded","level 22","apartments","apartment 2214"
,,"Level 23","grouping","level 23","apartments"
,,"apartment 2301","expanded","level 23","apartment 2301","apartments"
,,"apartment 2302","expanded","level 23","apartments","apartment 2302"
,,"apartment 2303","expanded","level 23","apartment 2303","apartments"
,,"apartment 2304","expanded","level 23","apartment 2304","apartments"
,,"apartment 2305","expanded","level 23","apartment 2305","apartments"
,,"apartment 2306","expanded","level 23","apartment 2306","apartments"
,,"apartment 2307","expanded","apartment 2307","level 23","apartments"
,,"apartment 2308","expanded","level 23","apartment 2308","apartments"
,,"apartment 2309","expanded","level 23","apartment 2309","apartments"
,,"apartment 2310","expanded","apartment 2310","level 23","apartments"
,,"apartment 2311","expanded","level 23","apartment 2311","apartments"
,,"apartment 2312","expanded","level 23","apartment 2312","apartments"
,,"apartment 2313","expanded","level 23","apartments","apartment 2313"
,,"apartment 2314","expanded","level 23","apartment 2314","apartments"
,,"Level 24","grouping","level 24","apartments"
,,"apartment 2401","expanded","level 24","apartments","apartment 2401"
,,"apartment 2402","expanded","apartment 2402","level 24","apartments"
,,"apartment 2403","expanded","apartment 2403","level 24","apartments"
,,"apartment 2404","expanded","apartment 2404","level 24","apartments"
,,"apartment 2405","expanded","apartment 2405","level 24","apartments"
,,"apartment 2406","expanded","apartment 2406","level 24","apartments"
,,"apartment 2407","expanded","apartment 2407","level 24","apartments"
,,"apartment 2408","expanded","apartment 2408","level 24","apartments"
,,"apartment 2409","expanded","apartment 2409","level 24","apartments"
,,"apartment 2410","expanded","apartment 2410","level 24","apartments"
,,"apartment 2411","expanded","apartment 2411","level 24","apartments"
,,"apartment 2412","expanded","level 24","apartments","apartment 2412"
,,"apartment 2413","expanded","apartment 2413","level 24","apartments"
,,"apartment 2414","expanded","apartment 2414","level 24","apartments"
,,"Level 25","grouping","level 25","apartments"
,,"apartment 2414","expanded","apartment 2414","level 25","apartments"
,,"apartment 2501","expanded","apartment 2501","level 25","apartments"
,,"apartment 2502","expanded","apartment 2502","level 25","apartments"
,,"apartment 2503","expanded","apartment 2503","level 25","apartments"
,,"apartment 2504","expanded","level 25","apartment 2504","apartments"
,,"apartment 2505","expanded","apartment 2505","level 25","apartments"
,,"apartment 2506","expanded","apartment 2506","level 25","apartments"
,,"apartment 2507","expanded","apartment 2507","level 25","apartments"
,,"apartment 2508","expanded","level 25","apartment 2508","apartments"
,,"apartment 2509","expanded","apartment 2509","level 25","apartments"
,,"apartment 2510","expanded","level 25","apartment 2510","apartments"
,,"apartment 2511","expanded","level 25","apartments","apartment 2511"
,,"apartment 2512","expanded","apartment 2512","level 25","apartments"
,,"apartment 2513","expanded","apartment 2513","level 25","apartments"
,,"apartment 2514","expanded","apartment 2514","level 25","apartments"
,,"Level 26","grouping","level 26","apartments"
,,"apartment 2601","expanded","level 26","apartment 2601","apartments"
,,"apartment 2602","expanded","level 26","apartment 2602","apartments"
,,"apartment 2603","expanded","level 26","apartment 2603","apartments"
,,"apartment 2604","expanded","apartment 2604","level 26","apartments"
,,"apartment 2605","expanded","level 26","apartment 2605","apartments"
,,"apartment 2606","expanded","level 26","apartment 2606","apartments"
,,"apartment 2607","expanded","level 26","apartment 2607","apartments"
,,"apartment 2608","expanded","apartment 2608","level 26","apartments"
,,"apartment 2609","expanded","level 26","apartment 2609","apartments"
,,"apartment 2610","expanded","level 26","apartments","apartment 2610"
,,"apartment 2611","expanded","apartment 2611","level 26","apartments"
,,"apartment 2612","expanded","level 26","apartment 2612","apartments"
,,"apartment 2613","expanded","level 26","apartment 2613","apartments"
,,"apartment 2614","expanded","level 26","apartment 2614","apartments"
,,"Level 27","grouping","level 27","apartments"
,,"apartment 2701","expanded","level 27","apartment 2701","apartments"
,,"apartment 2702","expanded","level 27","apartment 2702","apartments"
,,"apartment 2703","expanded","level 27","apartment 2703","apartments"
,,"apartment 2704","expanded","level 27","apartment 2704","apartments"
,,"apartment 2705","expanded","level 27","apartment 2705","apartments"
,,"apartment 2706","expanded","level 27","apartment 2706","apartments"
,,"apartment 2707","expanded","level 27","apartment 2707","apartments"
,,"apartment 2708","expanded","level 27","apartment 2708","apartments"
,,"apartment 2709","expanded","level 27","apartment 2709","apartments"
,,"apartment 2710","expanded","level 27","apartment 2710","apartments"
,,"apartment 2711","expanded","level 27","apartment 2711","apartments"
,,"apartment 2712","expanded","level 27","apartment 2712","apartments"
,,"apartment 2713","expanded","level 27","apartment 2713","apartments"
,,"apartment 2714","expanded","level 27","apartment 2714","apartments"
,,"Level 28","grouping","level 28","apartments"
,,"apartment 2801","expanded","level 28","apartment 2801","apartments"
,,"apartment 2802","expanded","apartment 2802","level 28","apartments"
,,"apartment 2803","expanded","apartment 2803","level 28","apartments"
,,"apartment 2804","expanded","apartment 2804","level 28","apartments"
,,"apartment 2805","expanded","level 28","apartment 2805","apartments"
,,"apartment 2806","expanded","apartment 2806","level 28","apartments"
,,"apartment 2807","expanded","apartment 2807","level 28","apartments"
,,"apartment 2808","expanded","apartment 2808","level 28","apartments"
,,"apartment 2809","expanded","level 28","apartment 2809","apartments"
,,"apartment 2810","expanded","apartment 2810","level 28","apartments"
,,"apartment 2811","expanded","apartment 2811","level 28","apartments"
,,"apartment 2812","expanded","level 28","apartment 2812","apartments"
,,"apartment 2813","expanded","apartment 2813","level 28","apartments"
,,"apartment 2814","expanded","apartment 2814","level 28","apartments"
,,"Level 29","grouping","level 29","apartments"
,,"apartment 2901","expanded","apartment 2901","level 29","apartments"
,,"apartment 2902","expanded","apartment 2902","level 29","apartments"
,,"apartment 2903","expanded","level 29","apartment 2903","apartments"
,,"apartment 2904","expanded","level 29","apartment 2904","apartments"
,,"apartment 2905","expanded","apartment 2905","level 29","apartments"
,,"apartment 2906","expanded","apartment 2906","level 29","apartments"
,,"apartment 2907","expanded","level 29","apartment 2907","apartments"
,,"apartment 2908","expanded","level 29","apartment 2908","apartments"
,,"apartment 2909","expanded","apartment 2909","level 29","apartments"
,,"apartment 2910","expanded","level 29","apartment 2910","apartments"
,,"apartment 2911","expanded","level 29","apartment 2911","apartments"
,,"apartment 2912","expanded","apartment 2912","level 29","apartments"
,,"apartment 2913","expanded","apartment 2913","level 29","apartments"
,,"apartment 2914","expanded","level 29","apartment 2914","apartments"
,,"Level 30","grouping","level 30","apartments"
,,"apartment 3001","expanded","level 30","apartment 3001","apartments"
,,"apartment 3002","expanded","level 30","apartment 3002","apartments"
,,"apartment 3003","expanded","level 30","apartment 3003","apartments"
,,"apartment 3004","expanded","apartment 3004","level 30","apartments"
,,"apartment 3005","expanded","level 30","apartments","apartment 3005"
,,"apartment 3006","expanded","level 30","apartment 3006","apartments"
,,"apartment 3007","expanded","level 30","apartment 3007","apartments"
,,"apartment 3008","expanded","level 30","apartment 3008","apartments"
,,"apartment 3009","expanded","level 30","apartment 3009","apartments"
,,"apartment 3010","expanded","level 30","apartment 3010","apartments"
,,"apartment 3011","expanded","apartment 3011","level 30","apartments"
,,"apartment 3012","expanded","level 30","apartment 3012","apartments"
,,"apartment 3013","expanded","level 30","apartment 3013","apartments"
,,"apartment 3014","expanded","level 30","apartment 3014","apartments"
,,"Level 31","grouping","level 31","apartments"
,,"apartment 3101","expanded","apartment 3101","level 31","apartments"
,,"apartment 3102","expanded","apartment 3102","level 31","apartments"
,,"apartment 3103","expanded","apartment 3103","level 31","apartments"
,,"apartment 3104","expanded","level 31","apartments","apartment 3104"
,,"apartment 3105","expanded","apartment 3105","level 31","apartments"
,,"apartment 3106","expanded","apartment 3106","level 31","apartments"
,,"apartment 3107","expanded","apartment 3107","level 31","apartments"
,,"apartment 3108","expanded","level 31","apartment 3108","apartments"
,,"apartment 3109","expanded","apartment 3109","level 31","apartments"
,,"apartment 3110","expanded","apartment 3110","level 31","apartments"
,,"apartment 3111","expanded","apartment 3111","level 31","apartments"
,,"apartment 3112","expanded","apartment 3112","level 31","apartments"
,,"apartment 3113","expanded","apartment 3113","level 31","apartments"
,,"apartment 3114","expanded","apartment 3114","level 31","apartments"
,,"Level 32","grouping","level 32","apartments"
,,"apartment 3201","expanded","apartment 3201","level 32","apartments"
,,"apartment 3202","expanded","apartment 3202","level 32","apartments"
,,"apartment 3203","expanded","level 32","apartments","apartment 3203"
,,"apartment 3204","expanded","level 32","apartment 3204","apartments"
,,"apartment 3205","expanded","apartment 3205","level 32","apartments"
,,"apartment 3206","expanded","apartment 3206","level 32","apartments"
,,"apartment 3207","expanded","level 32","apartment 3207","apartments"
,,"apartment 3208","expanded","level 32","apartment 3208","apartments"
,,"apartment 3209","expanded","apartment 3209","level 32","apartments"
,,"apartment 3210","expanded","level 32","apartment 3210","apartments"
,,"apartment 3211","expanded","apartment 3211","level 32","apartments"
,,"apartment 3212","expanded","apartment 3212","level 32","apartments"
,,"apartment 3213","expanded","apartment 3213","level 32","apartments"
,,"apartment 3214","expanded","level 32","apartments","apartment 3214"
,,"Level 33","grouping","level 33"
,,"latest consented drawings checked & referenced","expanded","latest consented drawings checked & referenced","level 33"
,,"area clear, tidy and accessible","expanded","area clear, tidy and accessible","level 33"
,,"conduit layout plan prepared","expanded","level 33","conduit layout plan prepared"
,,"required cover identified as per as/nzs 3000 – table 3.6 (underground wiring systems – minimum depth of cover)","expanded","required cover identified as per as/nzs 3000 – table 3.6 (underground wiring systems – minimum depth of cover)","level 33"
,,"conduit installation. check all joints","expanded","level 33","conduit installation. check all joints"
,,"accessories installation. check all joints","expanded","level 33","accessories installation. check all joints"
,,"check conduits are securely anchored","expanded","check conduits are securely anchored","level 33"
,,"check accessories are securely anchored","expanded","level 33","check accessories are securely anchored"
,,"warning tape installed (not required for cast-in concrete conduits) as per as/nzs 3000 – 3.11.4.5.","expanded","level 33","warning tape installed (not required for cast-in concrete conduits) as per as/nzs 3000 – 3.11.4.5."
,,"conduits installed as per plan (inspect prior to pour)","expanded","conduits installed as per plan (inspect prior to pour)","level 33"
,,"required cover in place","expanded","required cover in place","level 33"
,,"conduit locations marked on as built drawing - attached below as applicable","expanded","conduit locations marked on as built drawing - attached below as applicable","level 33"
,,"conduit works completed to specification/drawings - area left clean & tidy","expanded","level 33","conduit works completed to specification/drawings - area left clean & tidy"
,,"Level 34","grouping","level 34","apartments"
,,"apartment 3401","expanded","level 34","apartments","apartment 3401"
,,"apartment 3402","expanded","level 34","apartment 3402","apartments"
,,"apartment 3403","expanded","level 34","apartment 3403","apartments"
,,"apartment 3404","expanded","level 34","apartment 3404","apartments"
,,"apartment 3405","expanded","level 34","apartment 3405","apartments"
,,"apartment 3406","expanded","level 34","apartment 3406","apartments"
,,"apartment 3407","expanded","level 34","apartment 3407","apartments"
,,"apartment 3408","expanded","apartment 3408","level 34","apartments"
,,"apartment 3409","expanded","level 34","apartment 3409","apartments"
,,"apartment 3410","expanded","level 34","apartment 3410","apartments"
,,"apartment 3411","expanded","apartment 3411","level 34","apartments"
,,"apartment 3412","expanded","level 34","apartments","apartment 3412"
,,"apartment 3413","expanded","level 34","apartment 3413","apartments"
,,"apartment 3414","expanded","level 34","apartment 3414","apartments"
,,"Level 35","grouping","level 35","apartments"
,,"apartment 3501","expanded","apartment 3501","level 35","apartments"
,,"apartment 3502","expanded","apartment 3502","level 35","apartments"
,,"apartment 3503","expanded","apartment 3503","level 35","apartments"
,,"apartment 3504","expanded","apartment 3504","level 35","apartments"
,,"apartment 3505","expanded","apartment 3505","level 35","apartments"
,,"apartment 3506","expanded","apartment 3506","level 35","apartments"
,,"apartment 3507","expanded","apartment 3507","level 35","apartments"
,,"apartment 3508","expanded","apartment 3508","level 35","apartments"
,,"apartment 3509","expanded","apartment 3509","level 35","apartments"
,,"apartment 3510","expanded","apartment 3510","level 35","apartments"
,,"apartment 3511","expanded","level 35","apartments","apartment 3511"
,,"apartment 3512","expanded","apartment 3512","level 35","apartments"
,,"apartment 3513","expanded","apartment 3513","level 35","apartments"
,,"apartment 3514","expanded","apartment 3514","level 35","apartments"
,"Columns"
,,"Leadins",,"leadins"
,,"Roughin",,"roughin"
,,"Cut out",,"cut out"
,,"Fit off",,"fit off"
,,"Commissioning",,"commissioning"
,,"Mandatory testing",,"mandatory testing"

"Apartments (Levels 36 - 49)"
,"Scope",,
,"Rows"
,,"Level 36","grouping","level 36","apartments"
,,"apartment 3601","expanded","apartment 3601","level 36","apartments"
,,"apartment 3602","expanded","apartment 3602","level 36","apartments"
,,"apartment 3603","expanded","level 36","apartment 3603","apartments"
,,"apartment 3604","expanded","apartment 3604","level 36","apartments"
,,"apartment 3605","expanded","apartment 3605","level 36","apartments"
,,"apartment 3606","expanded","apartment 3606","level 36","apartments"
,,"apartment 3607","expanded","level 36","apartment 3607","apartments"
,,"apartment 3608","expanded","apartment 3608","level 36","apartments"
,,"apartment 3609","expanded","apartment 3609","level 36","apartments"
,,"apartment 3610","expanded","level 36","apartments","apartment 3610"
,,"apartment 3611","expanded","level 36","apartment 3611","apartments"
,,"apartment 3612","expanded","apartment 3612","level 36","apartments"
,,"apartment 3613","expanded","apartment 3613","level 36","apartments"
,,"apartment 3614","expanded","level 36","apartment 3614","apartments"
,,"Level 37","grouping","level 37","apartments"
,,"apartment 3701","expanded","apartment 3701","level 37","apartments"
,,"apartment 3702","expanded","level 37","apartment 3702","apartments"
,,"apartment 3703","expanded","level 37","apartment 3703","apartments"
,,"apartment 3704","expanded","level 37","apartment 3704","apartments"
,,"apartment 3705","expanded","apartment 3705","level 37","apartments"
,,"apartment 3706","expanded","level 37","apartment 3706","apartments"
,,"apartment 3707","expanded","level 37","apartment 3707","apartments"
,,"apartment 3708","expanded","level 37","apartment 3708","apartments"
,,"apartment 3709","expanded","apartment 3709","level 37","apartments"
,,"apartment 3710","expanded","level 37","apartment 3710","apartments"
,,"apartment 3711","expanded","level 37","apartment 3711","apartments"
