"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Basements"
,"Scope",,
,"Rows"
,,"B05",,"b05"
,,"B04",,"b04"
,,"B03",,"b03"
,,"B02",,"b02"
,,"B01",,"b01"
,"Columns"
,,"Pour 1",,"pour 1"
,,"Pour 2",,"pour 2"
,,"Pour 3",,"pour 3"
,,"Pour 4",,"pour 4"
,,"Pour 5",,"pour 5"
,,"Pour 6",,"pour 6"
,,"Sewer pump station",,"sewer pump station"
,,"Storm Water Pump Station",,"storm water pump station"
,,"Aerial drainage",,"aerial drainage"
,,"Pressure Services",,"pressure services"
,,"Car park",,"car park"
,,"Car Park Finalisation",,"car park finalisation"
,,"DDCV fire supply",,"ddcv fire supply"
,,"Fire Pump room",,"fire pump room"
,,"Pump Cold Water Pump",,"pump cold water pump"
,,"Recycled Water Pump",,"recycled water pump"
,,"Garbage rooms (BIN ROOM)",,"garbage rooms (bin room)"
,,"Garbage rooms (RESI WASTE)",,"garbage rooms (resi waste)"
,,"Male Bathroom",,"male bathroom"
,,"Female Bathroom",,"female bathroom"
,,"Disabled Bathroom",,"disabled bathroom"
,,"Grease tanks",,"grease tanks"
,,"Car Park Finalisation",,"car park finalisation"
,,"Laundry",,"laundry"

"Level 01 (Ground)"
,"Scope",,
,"Rows"
,,"Level 01 (Ground)",,"level 01 (ground)"
,"Columns"
,,"In-Ground Drainage Hydraulic Services",,"in-ground drainage hydraulic services"
,,"Inground Pressure Services Installation",,"inground pressure services installation"
,,"Fire water connection",,"fire water connection"
,,"Water connection",,"water connection"
,,"Pour 1",,"pour 1"
,,"Pour 2",,"pour 2"
,,"Pour 3",,"pour 3"
,,"Pour 4",,"pour 4"
,,"Aerial drainage",,"aerial drainage"
,,"Pressure services",,"pressure services"
,,"Water meter",,"water meter"
,,"Common Water meter",,"common water meter"
,,"Retail Meters",,"retail meters"
,,"Temp Bin Holding Room",,"temp bin holding room"
,,"Retail Waste Room",,"retail waste room"
,,"Gas connection",,"gas connection"
,,"Gas meter for retail tenancies",,"gas meter for retail tenancies"
,,"Gas meter Residential",,"gas meter residential"
,,"Retail 01",,"retail 01"
,,"Retail 02",,"retail 02"
,,"WC",,"wc"
,,"Stormwater connection 1",,"stormwater connection 1"
,,"Stormwater connection 2",,"stormwater connection 2"
,,"Sewer Connection 1",,"sewer connection 1"

"Level 02 - Level 06"
,"Scope",,
,"Rows"
,,"Level 02",,"level 02"
,,"Level 03",,"level 03"
,,"Level 04",,"level 04"
,,"Level 05",,"level 05"
,,"Level 06",,"level 06"
,"Columns"
,,"Pour 1",,"pour 1"
,,"Pour 2",,"pour 2"
,,"Pour 3",,"pour 3"
,,"Aerial Drainage",,"aerial drainage"
,,"Pressure Services",,"pressure services"
,,"Commercial Tenancy",,"commercial tenancy"
,,"Male Bathroom",,"male bathroom"
,,"Female Bathroom",,"female bathroom"
,,"Disabled Bathroom",,"disabled bathroom"
,,"Hot Water Plant & Return Pumps",,"hot water plant & return pumps"

"Pours - Level 7 - Level 47"
,"Scope",,
,"Rows"
,,"Level 07",,"level 07"
,,"Level 08",,"level 08"
,,"Level 09",,"level 09"
,,"Level 10",,"level 10"
,,"Level 11",,"level 11"
,,"Level 12",,"level 12"
,,"Level 13",,"level 13"
,,"Level 14",,"level 14"
,,"Level 15",,"level 15"
,,"Level 16",,"level 16"
,,"Level 17",,"level 17"
,,"Level 18",,"level 18"
,,"Level 19",,"level 19"
,,"Level 20",,"level 20"
,,"Level 21",,"level 21"
,,"Level 22",,"level 22"
,,"Level 23",,"level 23"
,,"Level 24",,"level 24"
,,"Level 25",,"level 25"
,,"Level 26",,"level 26"
,,"Level 27",,"level 27"
,,"Level 28",,"level 28"
,,"Level 29",,"level 29"
,,"Level 30",,"level 30"
,,"Level 31",,"level 31"
,,"Level 32",,"level 32"
,,"Level 33",,"level 33"
,,"Level 34",,"level 34"
,,"Level 35",,"level 35"
,,"Level 36",,"level 36"
,,"Level 37",,"level 37"
,,"Level 38",,"level 38"
,,"Level 39",,"level 39"
,,"Level 40",,"level 40"
,,"Level 41",,"level 41"
,,"Level 42",,"level 42"
,,"Level 43",,"level 43"
,,"Level 44",,"level 44"
,,"Level 45",,"level 45"
,,"Level 46",,"level 46"
,,"Level 47",,"level 47"
,"Columns"
,,"Pour 1",,"pour 1"
,,"Pour 2",,"pour 2"
,,"Pour 3",,"pour 3"
,,"Aerial Drainage",,"aerial drainage"
,,"Pressure Services",,"pressure services"

"Pours - Level 7 - Level 47"
,"Scope",,
,"Rows"
,,"Level 07",,"level 07"
,,"Level 08",,"level 08"
,,"Level 09",,"level 09"
,,"Level 10",,"level 10"
,,"Level 11",,"level 11"
,,"Level 12",,"level 12"
,,"Level 13",,"level 13"
,,"Level 14",,"level 14"
,,"Level 15",,"level 15"
,,"Level 16",,"level 16"
,,"Level 17",,"level 17"
,,"Level 18",,"level 18"
,,"Level 19",,"level 19"
,,"Level 20",,"level 20"
,,"Level 21",,"level 21"
,,"Level 22",,"level 22"
,,"Level 23",,"level 23"
,,"Level 24",,"level 24"
,,"Level 25",,"level 25"
,,"Level 26",,"level 26"
,,"Level 27",,"level 27"
,,"Level 28",,"level 28"
,,"Level 29",,"level 29"
,,"Level 30",,"level 30"
,,"Level 31",,"level 31"
,,"Level 32",,"level 32"
,,"Level 33",,"level 33"
,,"Level 34",,"level 34"
,,"Level 35",,"level 35"
,,"Level 36",,"level 36"
,,"Level 37",,"level 37"
,,"Level 38",,"level 38"
,,"Level 39",,"level 39"
,,"Level 40",,"level 40"
,,"Level 41",,"level 41"
,,"Level 42",,"level 42"
,,"Level 43",,"level 43"
,,"Level 44",,"level 44"
,,"Level 45",,"level 45"
,,"Level 46",,"level 46"
,,"Level 47",,"level 47"
,"Columns"
,,"Pour 1",,"pour 1"
,,"Pour 2",,"pour 2"
,,"Pour 3",,"pour 3"
,,"Aerial Drainage",,"aerial drainage"
,,"Pressure Services",,"pressure services"

"Apartments - Level 07 - Level 20"
,"Scope",,
,"Rows"
,,"Level 07 - 701",,"701","level 07","site qa"
,,"Level 07 - 702",,"702","level 07","site qa"
,,"Level 07 - 703",,"703","level 07","site qa"
,,"Level 07 - 704",,"704","level 07","site qa"
,,"Level 07 - 705",,"705","level 07","site qa"
,,"Level 07 - 706",,"706","level 07","site qa"
,,"Level 07 - 707",,"707","level 07","site qa"
,,"Level 07 - 708",,"708","level 07","site qa"
,,"Level 07 - 709",,"709","level 07","site qa"
,,"Level 07 - 710",,"710","level 07","site qa"
,,"Level 08 - 801",,"801","level 08","site qa"
,,"Level 08 - 802",,"802","level 08","site qa"
,,"Level 08 - 803",,"803","level 08","site qa"
,,"Level 08 - 804",,"804","level 08","site qa"
,,"Level 08 - 805",,"805","level 08","site qa"
,,"Level 08 - 806",,"806","level 08","site qa"
,,"Level 08 - 807",,"807","level 08","site qa"
,,"Level 08 - 808",,"808","level 08","site qa"
,,"Level 08 - 809",,"809","level 08","site qa"
,,"Level 08 - 810",,"810","level 08","site qa"
,,"Level 09 - 901",,"901","level 09","site qa"
,,"Level 09 - 902",,"902","level 09","site qa"
,,"Level 09 - 903",,"903","level 09","site qa"
,,"Level 09 - 904",,"904","level 09","site qa"
,,"Level 09 - 905",,"905","level 09","site qa"
,,"Level 09 - 906",,"906","level 09","site qa"
,,"Level 09 - 907",,"907","level 09","site qa"
,,"Level 09 - 908",,"908","level 09","site qa"
,,"Level 09 - 909",,"909","level 09","site qa"
,,"Level 09 - 910",,"910","level 09","site qa"
,,"Level 10 - 1001",,"1001","level 10","site qa"
,,"Level 10 - 1002",,"1002","level 10","site qa"
,,"Level 10 - 1003",,"1003","level 10","site qa"
,,"Level 10 - 1004",,"1004","level 10","site qa"
,,"Level 10 - 1005",,"1005","level 10","site qa"
,,"Level 10 - 1006",,"1006","level 10","site qa"
,,"Level 10 - 1007",,"1007","level 10","site qa"
,,"Level 10 - 1008",,"1008","level 10","site qa"
,,"Level 10 - 1009",,"1009","level 10","site qa"
,,"Level 10 - 1010",,"1010","level 10","site qa"
,,"Level 10 - 1011",,"1011","level 10","site qa"
,,"Level 10 - 1012",,"1012","level 10","site qa"
,,"Level 10 - 1013",,"1013","level 10","site qa"
,,"Level 11 - 1101",,"1101","level 11","site qa"
,,"Level 11 - 1102",,"1102","level 11","site qa"
,,"Level 11 - 1103",,"1103","level 11","site qa"
,,"Level 11 - 1104",,"1104","level 11","site qa"
,,"Level 11 - 1105",,"1105","level 11","site qa"
,,"Level 11 - 1106",,"1106","level 11","site qa"
,,"Level 11 - 1107",,"1107","level 11","site qa"
,,"Level 11 - 1108",,"1108","level 11","site qa"
,,"Level 11 - 1109",,"1109","level 11","site qa"
,,"Level 11 - 1110",,"1110","level 11","site qa"
,,"Level 11 - 1111",,"1111","level 11","site qa"
,,"Level 11 - 1112",,"1112","level 11","site qa"
,,"Level 11 - 1113",,"1113","level 11","site qa"
,,"Level 12 - 1201",,"1201","level 12","site qa"
,,"Level 12 - 1202",,"1202","level 12","site qa"
,,"Level 12 - 1203",,"1203","level 12","site qa"
,,"Level 12 - 1204",,"1204","level 12","site qa"
,,"Level 12 - 1205",,"1205","level 12","site qa"
,,"Level 12 - 1206",,"1206","level 12","site qa"
,,"Level 12 - 1207",,"1207","level 12","site qa"
,,"Level 12 - 1208",,"1208","level 12","site qa"
,,"Level 12 - 1209",,"1209","level 12","site qa"
,,"Level 12 - 1210",,"1210","level 12","site qa"
,,"Level 12 - 1211",,"1211","level 12","site qa"
,,"Level 14 - 1401",,"1401","level 14","site qa"
,,"Level 14 - 1402",,"1402","level 14","site qa"
,,"Level 14 - 1403",,"1403","level 14","site qa"
,,"Level 14 - 1404",,"1404","level 14","site qa"
,,"Level 14 - 1405",,"1405","level 14","site qa"
,,"Level 14 - 1406",,"1406","level 14","site qa"
,,"Level 14 - 1407",,"1407","level 14","site qa"
,,"Level 15 - 1501",,"1501","level 15","site qa"
,,"Level 15 - 1502",,"1502","level 15","site qa"
,,"Level 15 - 1503",,"1503","level 15","site qa"
,,"Level 15 - 1504",,"1504","level 15","site qa"
,,"Level 15 - 1505",,"1505","level 15","site qa"
,,"Level 15 - 1506",,"1506","level 15","site qa"
,,"Level 15 - 1507",,"1507","level 15","site qa"
,,"Level 15 - 1508",,"1508","level 15","site qa"
,,"Level 15 - 1509",,"1509","level 15","site qa"
,,"Level 15 - 1510",,"1510","level 15","site qa"
,,"Level 15 - 1511",,"1511","level 15","site qa"
,,"Level 16 - 1601",,"1601","level 16","site qa"
,,"Level 16 - 1602",,"1602","level 16","site qa"
,,"Level 16 - 1603",,"1603","level 16","site qa"
,,"Level 16 - 1604",,"1604","level 16","site qa"
,,"Level 16 - 1605",,"1605","level 16","site qa"
,,"Level 16 - 1606",,"1606","level 16","site qa"
,,"Level 16 - 1607",,"1607","level 16","site qa"
,,"Level 16 - 1608",,"1608","level 16","site qa"
,,"Level 16 - 1609",,"1609","level 16","site qa"
,,"Level 16 - 1610",,"1610","level 16","site qa"
,,"Level 16 - 1611",,"1611","level 16","site qa"
,,"Level 16 - 1612",,"1612","level 16","site qa"
,,"Level 17 - 1701",,"1701","site qa","level 17"
,,"Level 17 - 1702",,"1702","site qa","level 17"
,,"Level 17 - 1703",,"1703","site qa","level 17"
,,"Level 17 - 1704",,"1704","site qa","level 17"
,,"Level 17 - 1705",,"1705","site qa","level 17"
,,"Level 17 - 1706",,"1706","site qa","level 17"
,,"Level 17 - 1707",,"1707","site qa","level 17"
,,"Level 17 - 1708",,"1708","site qa","level 17"
,,"Level 17 - 1709",,"1709","site qa","level 17"
,,"Level 17 - 1710",,"1710","site qa","level 17"
,,"Level 17 - 1711",,"1711","site qa","level 17"
,,"Level 17 - 1712",,"1712","site qa","level 17"
,,"Level 18 - 1801",,"1801","level 18","site qa"
,,"Level 18 - 1802",,"1802","level 18","site qa"
,,"Level 18 - 1803",,"1803","level 18","site qa"
,,"Level 18 - 1804",,"1804","level 18","site qa"
,,"Level 18 - 1805",,"1805","level 18","site qa"
,,"Level 18 - 1806",,"1806","level 18","site qa"
,,"Level 18 - 1807",,"1807","level 18","site qa"
,,"Level 18 - 1808",,"1808","level 18","site qa"
,,"Level 18 - 1809",,"1809","level 18","site qa"
,,"Level 18 - 1810",,"1810","level 18","site qa"
,,"Level 18 - 1811",,"1811","level 18","site qa"
,,"Level 18 - 1812",,"1812","level 18","site qa"
,,"Level 19 - 1901",,"1901","level 19","site qa"
,,"Level 19 - 1902",,"1902","level 19","site qa"
,,"Level 19 - 1903",,"1903","level 19","site qa"
,,"Level 19 - 1904",,"1904","level 19","site qa"
,,"Level 19 - 1905",,"1905","level 19","site qa"
,,"Level 19 - 1906",,"1906","level 19","site qa"
,,"Level 19 - 1907",,"1907","level 19","site qa"
,,"Level 19 - 1908",,"1908","level 19","site qa"
,,"Level 19 - 1909",,"1909","level 19","site qa"
,,"Level 19 - 1910",,"1910","level 19","site qa"
,,"Level 19 - 1911",,"1911","level 19","site qa"
,,"Level 20 - 2001",,"2001","site qa","level 20"
,,"Level 20 - 2002",,"2002","site qa","level 20"
,,"Level 20 - 2003",,"2003","site qa","level 20"
,,"Level 20 - 2004",,"2004","site qa","level 20"
,,"Level 20 - 2005",,"2005","site qa","level 20"
,,"Level 20 - 2006",,"2006","site qa","level 20"
,,"Level 20 - 2007",,"2007","site qa","level 20"
,,"Level 20 - 2008",,"2008","site qa","level 20"
,,"Level 20 - 2009",,"2009","site qa","level 20"
,,"Level 20 - 2010",,"2010","site qa","level 20"
,,"Level 20 - 2011",,"2011","site qa","level 20"
,"Columns"
,,"Rough In",,"rough in"
,,"Apartment Fit Off & Commissioning",,"apartment fit off & commissioning"

"Apartments - Level 21 - Level 47"
,"Scope",,
,"Rows"
,,"Level 21 - 2101",,"2101","level 21","site qa"
,,"Level 21 - 2102",,"2102","level 21","site qa"
,,"Level 21 - 2103",,"2103","level 21","site qa"
,,"Level 21 - 2104",,"2104","level 21","site qa"
,,"Level 21 - 2105",,"2105","level 21","site qa"
,,"Level 21 - 2106",,"2106","level 21","site qa"
,,"Level 21 - 2107",,"2107","level 21","site qa"
,,"Level 21 - 2108",,"2108","level 21","site qa"
,,"Level 21 - 2109",,"2109","level 21","site qa"
,,"Level 21 - 2110",,"2110","level 21","site qa"
,,"Level 21 - 2111",,"2111","level 21","site qa"
,,"Level 21 - 2112",,"2112","level 21","site qa"
,,"Level 22 - 2201",,"2201","level 22","site qa"
,,"Level 22 - 2202",,"2202","level 22","site qa"
,,"Level 22 - 2203",,"2203","level 22","site qa"
,,"Level 22 - 2204",,"2204","level 22","site qa"
,,"Level 22 - 2205",,"2205","level 22","site qa"
,,"Level 22 - 2206",,"2206","level 22","site qa"
,,"Level 22 - 2207",,"2207","level 22","site qa"
,,"Level 22 - 2208",,"2208","level 22","site qa"
,,"Level 22 - 2209",,"2209","level 22","site qa"
,,"Level 22 - 2210",,"2210","level 22","site qa"
,,"Level 22 - 2211",,"2211","level 22","site qa"
,,"Level 22 - 2212",,"2212","level 22","site qa"
,,"Level 23 - 2301",,"2301","level 23","site qa"
,,"Level 23 - 2302",,"2302","level 23","site qa"
,,"Level 23 - 2303",,"2303","level 23","site qa"
,,"Level 23 - 2304",,"2304","level 23","site qa"
,,"Level 23 - 2305",,"2305","level 23","site qa"
,,"Level 23 - 2306",,"2306","level 23","site qa"
,,"Level 23 - 2307",,"2307","level 23","site qa"
,,"Level 23 - 2308",,"2308","level 23","site qa"
,,"Level 23 - 2309",,"2309","level 23","site qa"
,,"Level 23 - 2310",,"2310","level 23","site qa"
,,"Level 23 - 2311",,"2311","level 23","site qa"
,,"Level 23 - 2312",,"2312","level 23","site qa"
,,"Level 24 - 2401",,"2401","site qa","level 24"
,,"Level 24 - 2402",,"2402","site qa","level 24"
,,"Level 24 - 2403",,"2403","site qa","level 24"
,,"Level 24 - 2404",,"2404","site qa","level 24"
,,"Level 24 - 2405",,"2405","site qa","level 24"
,,"Level 24 - 2406",,"2406","site qa","level 24"
,,"Level 24 - 2407",,"2407","site qa","level 24"
,,"Level 24 - 2408",,"2408","site qa","level 24"
,,"Level 24 - 2409",,"2409","site qa","level 24"
,,"Level 24 - 2410",,"2410","site qa","level 24"
,,"Level 24 - 2411",,"2411","site qa","level 24"
,,"Level 25 - 2501",,"2501","level 25","site qa"
,,"Level 25 - 2502",,"2502","level 25","site qa"
,,"Level 25 - 2503",,"2503","level 25","site qa"
,,"Level 25 - 2504",,"2504","level 25","site qa"
,,"Level 25 - 2505",,"2505","level 25","site qa"
,,"Level 25 - 2506",,"2506","level 25","site qa"
,,"Level 25 - 2507",,"2507","level 25","site qa"
,,"Level 25 - 2508",,"2508","level 25","site qa"
,,"Level 25 - 2509",,"2509","level 25","site qa"
,,"Level 25 - 2510",,"2510","level 25","site qa"
,,"Level 25 - 2511",,"2511","level 25","site qa"
,,"Level 26 - 2601",,"2601","level 26","site qa"
,,"Level 26 - 2602",,"2602","level 26","site qa"
,,"Level 26 - 2603",,"2603","level 26","site qa"
,,"Level 26 - 2604",,"2604","level 26","site qa"
,,"Level 26 - 2605",,"2605","level 26","site qa"
,,"Level 26 - 2606",,"2606","level 26","site qa"
,,"Level 26 - 2607",,"2607","level 26","site qa"
,,"Level 26 - 2608",,"2608","level 26","site qa"
,,"Level 26 - 2609",,"2609","level 26","site qa"
,,"Level 26 - 2610",,"2610","level 26","site qa"
,,"Level 26 - 2611",,"2611","level 26","site qa"
,,"Level 26 - 2612",,"2612","level 26","site qa"
,,"Level 27 - 2701",,"2701","level 27","site qa"
,,"Level 27 - 2702",,"2702","level 27","site qa"
,,"Level 27 - 2703",,"2703","level 27","site qa"
,,"Level 27 - 2704",,"2704","level 27","site qa"
,,"Level 27 - 2705",,"2705","level 27","site qa"
,,"Level 27 - 2706",,"2706","level 27","site qa"
,,"Level 27 - 2707",,"2707","level 27","site qa"
,,"Level 27 - 2708",,"2708","level 27","site qa"
,,"Level 27 - 2709",,"2709","level 27","site qa"
,,"Level 27 - 2710",,"2710","level 27","site qa"
,,"Level 27 - 2711",,"2711","level 27","site qa"
,,"Level 27 - 2712",,"2712","level 27","site qa"
,,"Level 28 - 2801",,"2801","site qa","level 28"
,,"Level 28 - 2802",,"2802","site qa","level 28"
,,"Level 28 - 2803",,"2803","site qa","level 28"
,,"Level 28 - 2804",,"2804","site qa","level 28"
,,"Level 28 - 2805",,"2805","site qa","level 28"
,,"Level 28 - 2806",,"2806","site qa","level 28"
,,"Level 28 - 2807",,"2807","site qa","level 28"
,,"Level 28 - 2808",,"2808","site qa","level 28"
,,"Level 28 - 2809",,"2809","site qa","level 28"
,,"Level 28 - 2810",,"2810","site qa","level 28"
,,"Level 28 - 2811",,"2811","site qa","level 28"
,,"Level 28 - 2812",,"2812","site qa","level 28"
,,"Level 29 - 2901",,"2901","level 29","site qa"
,,"Level 29 - 2902",,"2902","level 29","site qa"
,,"Level 29 - 2903",,"2903","level 29","site qa"
,,"Level 29 - 2904",,"2904","level 29","site qa"
,,"Level 29 - 2905",,"2905","level 29","site qa"
