,,"Block A - Level 2 - Apt.24",,"block a","level 2","apt.24"
,,"Block A - Level 2 - Apt.25",,"apt.25","block a","level 2"
,,"Block A - Level 3 - Apt.1",,"block a","level 3","apt.1"
,,"Block A - Level 3 - Apt.2",,"block a","apt.2","level 3"
,,"Block A - Level 3 - Apt.3",,"apt.3","block a","level 3"
,,"Block A - Level 3 - Apt.4",,"apt.4","block a","level 3"
,,"Block A - Level 3 - Apt.5",,"block a","level 3","apt.5"
,,"Block A - Level 3 - Apt.6",,"block a","apt.6","level 3"
,,"Block A - Level 3 - Apt.7",,"apt.7","block a","level 3"
,,"Block A - Level 3 - Apt.8",,"apt.8","block a","level 3"
,,"Block A - Level 3 - Apt.9",,"block a","level 3","apt.9"
,,"Block A - Level 3 - Apt.10",,"apt.10","block a","level 3"
,,"Block A - Level 3 - Apt.11",,"apt.11","block a","level 3"
,,"Block A - Level 3 - Apt.12",,"block a","level 3","apt.12"
,,"Block A - Level 3 - Apt.13",,"block a","apt.13","level 3"
,,"Block A - Level 3 - Apt.14",,"apt.14","block a","level 3"
,,"Block A - Level 3 - Apt.15",,"apt.15","block a","level 3"
,,"Block A - Level 3 - Apt.16",,"block a","level 3","apt.16"
,,"Block A - Level 3 - Apt.17",,"block a","apt.17","level 3"
,,"Block A - Level 3 - Apt.18",,"apt.18","block a","level 3"
,,"Block A - Level 3 - Apt.19",,"apt.19","block a","level 3"
,,"Block A - Level 3 - Apt.20",,"block a","apt.20","level 3"
,,"Block A - Level 3 - Apt.21",,"apt.21","block a","level 3"
,,"Block A - Level 3 - Apt.22",,"apt.22","block a","level 3"
,,"Block A - Level 3 - Apt.23",,"block a","level 3","apt.23"
,,"Block A - Level 3 - Apt.24",,"block a","apt.24","level 3"
,,"Block A - Level 3 - Apt.25",,"apt.25","block a","level 3"
,,"Block A - Level 4 - Apt.1",,"level 4","block a","apt.1"
,,"Block A - Level 4 - Apt.2",,"level 4","block a","apt.2"
,,"Block A - Level 4 - Apt.3",,"level 4","apt.3","block a"
,,"Block A - Level 4 - Apt.4",,"level 4","apt.4","block a"
,,"Block A - Level 4 - Apt.5",,"level 4","block a","apt.5"
,,"Block A - Level 4 - Apt.6",,"level 4","block a","apt.6"
,,"Block A - Level 4 - Apt.7",,"level 4","apt.7","block a"
,,"Block A - Level 4 - Apt.8",,"level 4","apt.8","block a"
,,"Block A - Level 4 - Apt.9",,"level 4","block a","apt.9"
,,"Block A - Level 4 - Apt.10",,"level 4","apt.10","block a"
,,"Block A - Level 4 - Apt.11",,"level 4","apt.11","block a"
,,"Block A - Level 4 - Apt.12",,"level 4","block a","apt.12"
,,"Block A - Level 4 - Apt.13",,"level 4","block a","apt.13"
,,"Block A - Level 4 - Apt.14",,"level 4","apt.14","block a"
,,"Block A - Level 4 - Apt.15",,"level 4","apt.15","block a"
,,"Block A - Level 4 - Apt.16",,"level 4","block a","apt.16"
,,"Block A - Level 4 - Apt.17",,"level 4","block a","apt.17"
,,"Block A - Level 4 - Apt.18",,"level 4","apt.18","block a"
,,"Block A - Level 4 - Apt.19",,"level 4","apt.19","block a"
,,"Block A - Level 4 - Apt.20",,"level 4","block a","apt.20"
,,"Block A - Level 4 - Apt.21",,"level 4","apt.21","block a"
,,"Block A - Level 4 - Apt.22",,"level 4","apt.22","block a"
,,"Block A - Level 4 - Apt.23",,"level 4","block a","apt.23"
,,"Block A - Level 4 - Apt.24",,"level 4","block a","apt.24"
,,"Block A - Level 4 - Apt.25",,"level 4","apt.25","block a"
,,"Block A - Level 4 - Apt.26",,"level 4","apt.26","block a"
,,"Block A - Level 4 - Apt.27",,"level 4","block a","apt.27"
,,"Block A - Level 4 - Apt.28",,"level 4","block a","apt.28"
,,"Block A - Level 4 - Apt.29",,"level 4","apt.29","block a"
,,"Block A - Level 5 - Apt.1",,"level 5","block a","apt.1"
,,"Block A - Level 5 - Apt.2",,"level 5","block a","apt.2"
,,"Block A - Level 5 - Apt.3",,"level 5","apt.3","block a"
,,"Block A - Level 5 - Apt.4",,"apt.4","level 5","block a"
,,"Block A - Level 5 - Apt.5",,"level 5","block a","apt.5"
,,"Block A - Level 5 - Apt.6",,"level 5","block a","apt.6"
,,"Block A - Level 5 - Apt.7",,"level 5","apt.7","block a"
,,"Block A - Level 5 - Apt.8",,"apt.8","level 5","block a"
,,"Block A - Level 5 - Apt.9",,"level 5","block a","apt.9"
,,"Block A - Level 5 - Apt.10",,"level 5","apt.10","block a"
,,"Block A - Level 5 - Apt.11",,"apt.11","level 5","block a"
,,"Block A - Level 5 - Apt.12",,"level 5","block a","apt.12"
,,"Block A - Level 5 - Apt.13",,"level 5","block a","apt.13"
,,"Block A - Level 5 - Apt.14",,"level 5","apt.14","block a"
,,"Block A - Level 5 - Apt.15",,"apt.15","level 5","block a"
,,"Block A - Level 6 - Apt.1",,"block a","level 6","apt.1"
,,"Block A - Level 6 - Apt.2",,"block a","level 6","apt.2"
,,"Block A - Level 6 - Apt.3",,"apt.3","block a","level 6"
,,"Block A - Level 6 - Apt.4",,"apt.4","block a","level 6"
,,"Block A - Level 6 - Apt.5",,"block a","level 6","apt.5"
,,"Block B - Ground Level - Apt.1",,"ground level","block b","apt.1"
,,"Block B - Ground Level - Apt.2",,"ground level","apt.2","block b"
,,"Block B - Ground Level - Apt.3",,"apt.3","ground level","block b"
,,"Block B - Ground Level - Apt.4",,"apt.4","ground level","block b"
,,"Block B - Ground Level - Apt.5",,"ground level","block b","apt.5"
,,"Block B - Level 1 - Apt.1",,"level 1","block b","apt.1"
,,"Block B - Level 1 - Apt.2",,"level 1","apt.2","block b"
,,"Block B - Level 1 - Apt.3",,"level 1","apt.3","block b"
,,"Block B - Level 1 - Apt.4",,"apt.4","level 1","block b"
,,"Block B - Level 1 - Apt.5",,"level 1","block b","apt.5"
,,"Block B - Level 1 - Apt.6",,"level 1","apt.6","block b"
,,"Block B - Level 1 - Apt.7",,"level 1","apt.7","block b"
,,"Block B - Level 1 - Apt.8",,"apt.8","level 1","block b"
,,"Block B - Level 1 - Apt.9",,"level 1","block b","apt.9"
,,"Block B - Level 2 - Apt.1",,"level 2","block b","apt.1"
,,"Block B - Level 2 - Apt.2",,"level 2","apt.2","block b"
,,"Block B - Level 2 - Apt.3",,"apt.3","level 2","block b"
,,"Block B - Level 2 - Apt.4",,"apt.4","level 2","block b"
,,"Block B - Level 2 - Apt.5",,"level 2","block b","apt.5"
,,"Block B - Level 2 - Apt.6",,"level 2","apt.6","block b"
,,"Block B - Level 2 - Apt.7",,"apt.7","level 2","block b"
,,"Block B - Level 2 - Apt.8",,"apt.8","level 2","block b"
,,"Block B - Level 2 - Apt.9",,"level 2","block b","apt.9"
,,"Block B - Level 2 - Apt.10",,"apt.10","level 2","block b"
,,"Block B - Level 2 - Apt.11",,"apt.11","level 2","block b"
,,"Block B - Level 2 - Apt.12",,"level 2","block b","apt.12"
,,"Block B - Level 2 - Apt.13",,"level 2","apt.13","block b"
,,"Block B - Level 2 - Apt.14",,"apt.14","level 2","block b"
,,"Block B - Level 2 - Apt.15",,"apt.15","level 2","block b"
,,"Block B - Level 2 - Apt.16",,"level 2","block b","apt.16"
,,"Block B - Level 2 - Apt.17",,"level 2","apt.17","block b"
,,"Block B - Level 2 - Apt.18",,"apt.18","level 2","block b"
,,"Block B - Level 2 - Apt.19",,"apt.19","level 2","block b"
,,"Block B - Level 2 - Apt.20",,"level 2","apt.20","block b"
,,"Block B - Level 2 - Apt.21",,"apt.21","level 2","block b"
,,"Block B - Level 2 - Apt.22",,"apt.22","level 2","block b"
,,"Block B - Level 2 - Apt.23",,"level 2","block b","apt.23"
,,"Block B - Level 2 - Apt.24",,"level 2","apt.24","block b"
,,"Block B - Level 2 - Apt.25",,"apt.25","level 2","block b"
,,"Block B - Level 2 - Apt.26",,"apt.26","level 2","block b"
,,"Block B - Level 2 - Apt.27",,"level 2","block b","apt.27"
,,"Block B - Level 2 - Apt.28",,"level 2","apt.28","block b"
,,"Block B - Level 2 - Apt.29",,"apt.29","level 2","block b"
,,"Block B - Level 2 - Apt.30",,"level 2","block b","apt.30"
,,"Block B - Level 2 - Apt.31",,"level 2","apt.31","block b"
,,"Block B - Level 2 - Apt.32",,"apt.32","level 2","block b"
,,"Block B - Level 2 - Apt.33",,"apt.33","level 2","block b"
,,"Block B - Level 2 - Apt.34",,"level 2","block b","apt.34"
,,"Block B - Level 2 - Apt.35",,"level 2","apt.35","block b"
,,"Block B - Level 2 - Apt.36",,"apt.36","level 2","block b"
,,"Block B - Level 2 - Apt.37",,"apt.37","level 2","block b"
,,"Block B - Level 2 - Apt.38",,"level 2","block b","apt.38"
,,"Block B - Level 2 - Apt.39",,"level 2","apt.39","block b"
,,"Block B - Level 2 - Apt.40",,"apt.40","level 2","block b"
,,"Block B - Level 2 - Apt.41",,"level 2","block b","apt.41"
,,"Block B - Level 2 - Apt.42",,"level 2","apt.42","block b"
,,"Block B - Level 2 - Apt.43",,"apt.43","level 2","block b"
,,"Block B - Level 2 - Apt.44",,"apt.44","level 2","block b"
,,"Block B - Level 2 - Apt.45",,"level 2","block b","apt.45"
,,"Block B - Level 2 - Apt.46",,"level 2","apt.46","block b"
,,"Block B - Level 3 - Apt.1",,"block b","level 3","apt.1"
,,"Block B - Level 3 - Apt.2",,"apt.2","block b","level 3"
,,"Block B - Level 3 - Apt.3",,"apt.3","block b","level 3"
,,"Block B - Level 3 - Apt.4",,"apt.4","block b","level 3"
,,"Block B - Level 3 - Apt.5",,"block b","level 3","apt.5"
,,"Block B - Level 3 - Apt.6",,"apt.6","block b","level 3"
,,"Block B - Level 3 - Apt.7",,"apt.7","block b","level 3"
,,"Block B - Level 3 - Apt.8",,"apt.8","block b","level 3"
,,"Block B - Level 3 - Apt.9",,"block b","level 3","apt.9"
,,"Block B - Level 3 - Apt.10",,"apt.10","block b","level 3"
,,"Block B - Level 3 - Apt.11",,"apt.11","block b","level 3"
,,"Block B - Level 3 - Apt.12",,"block b","level 3","apt.12"
,,"Block B - Level 3 - Apt.13",,"apt.13","block b","level 3"
,,"Block B - Level 3 - Apt.14",,"apt.14","block b","level 3"
,,"Block B - Level 3 - Apt.15",,"apt.15","block b","level 3"
,,"Block B - Level 3 - Apt.16",,"block b","level 3","apt.16"
,,"Block B - Level 3 - Apt.17",,"apt.17","block b","level 3"
,,"Block B - Level 3 - Apt.18",,"apt.18","block b","level 3"
,,"Block B - Level 3 - Apt.19",,"apt.19","block b","level 3"
,,"Block B - Level 3 - Apt.20",,"apt.20","block b","level 3"
,,"Block B - Level 3 - Apt.21",,"apt.21","block b","level 3"
,,"Block B - Level 3 - Apt.22",,"apt.22","block b","level 3"
,,"Block B - Level 3 - Apt.23",,"block b","level 3","apt.23"
,,"Block B - Level 3 - Apt.24",,"apt.24","block b","level 3"
,,"Block B - Level 3 - Apt.25",,"apt.25","block b","level 3"
,,"Block B - Level 3 - Apt.26",,"apt.26","block b","level 3"
,,"Block B - Level 3 - Apt.27",,"block b","level 3","apt.27"
,,"Block B - Level 3 - Apt.28",,"apt.28","block b","level 3"
,,"Block B - Level 3 - Apt.29",,"apt.29","block b","level 3"
,,"Block B - Level 3 - Apt.30",,"block b","level 3","apt.30"
,,"Block B - Level 3 - Apt.31",,"apt.31","block b","level 3"
,,"Block B - Level 3 - Apt.32",,"apt.32","block b","level 3"
,,"Block B - Level 3 - Apt.33",,"apt.33","block b","level 3"
,,"Block B - Level 3 - Apt.34",,"block b","level 3","apt.34"
,,"Block B - Level 3 - Apt.35",,"apt.35","block b","level 3"
,,"Block B - Level 3 - Apt.36",,"apt.36","block b","level 3"
,,"Block B - Level 3 - Apt.37",,"apt.37","block b","level 3"
,,"Block B - Level 3 - Apt.38",,"block b","level 3","apt.38"
,,"Block B - Level 3 - Apt.39",,"apt.39","block b","level 3"
,,"Block B - Level 3 - Apt.40",,"apt.40","block b","level 3"
,,"Block B - Level 3 - Apt.41",,"block b","level 3","apt.41"
,,"Block B - Level 3 - Apt.42",,"apt.42","block b","level 3"
,,"Block B - Level 3 - Apt.43",,"apt.43","block b","level 3"
,,"Block B - Level 3 - Apt.44",,"apt.44","block b","level 3"
,,"Block B - Level 3 - Apt.45",,"block b","level 3","apt.45"
,,"Block B - Level 3 - Apt.46",,"apt.46","block b","level 3"
,,"Block B - Level 4 - Apt.1",,"level 4","block b","apt.1"
,,"Block B - Level 4 - Apt.2",,"level 4","apt.2","block b"
,,"Block B - Level 4 - Apt.3",,"level 4","apt.3","block b"
,,"Block B - Level 4 - Apt.4",,"level 4","apt.4","block b"
,,"Block B - Level 4 - Apt.5",,"level 4","block b","apt.5"
,,"Block B - Level 4 - Apt.6",,"level 4","apt.6","block b"
,,"Block B - Level 4 - Apt.7",,"level 4","apt.7","block b"
,,"Block B - Level 4 - Apt.8",,"level 4","apt.8","block b"
,,"Block B - Level 4 - Apt.9",,"level 4","block b","apt.9"
,,"Block B - Level 4 - Apt.10",,"level 4","apt.10","block b"
,,"Block B - Level 4 - Apt.11",,"level 4","apt.11","block b"
,,"Block B - Level 4 - Apt.12",,"level 4","block b","apt.12"
,,"Block B - Level 4 - Apt.13",,"level 4","apt.13","block b"
,,"Block B - Level 4 - Apt.14",,"level 4","apt.14","block b"
,,"Block B - Level 4 - Apt.15",,"level 4","apt.15","block b"
,,"Block B - Level 4 - Apt.16",,"level 4","block b","apt.16"
,,"Block B - Level 4 - Apt.17",,"level 4","apt.17","block b"
,,"Block B - Level 4 - Apt.18",,"level 4","apt.18","block b"
,,"Block B - Level 4 - Apt.19",,"level 4","apt.19","block b"
,,"Block B - Level 4 - Apt.20",,"level 4","apt.20","block b"
,,"Block B - Level 4 - Apt.21",,"level 4","apt.21","block b"
,,"Block B - Level 4 - Apt.22",,"level 4","apt.22","block b"
,,"Block B - Level 4 - Apt.23",,"level 4","block b","apt.23"
,,"Block B - Level 4 - Apt.24",,"level 4","apt.24","block b"
,,"Block B - Level 4 - Apt.25",,"level 4","apt.25","block b"
,,"Block B - Level 4 - Apt.26",,"level 4","apt.26","block b"
,,"Block B - Level 4 - Apt.27",,"level 4","block b","apt.27"
,,"Block B - Level 4 - Apt.28",,"level 4","apt.28","block b"
,,"Block B - Level 4 - Apt.29",,"level 4","apt.29","block b"
,,"Block B - Level 4 - Apt.30",,"level 4","block b","apt.30"
,,"Block B - Level 4 - Apt.31",,"level 4","apt.31","block b"
,,"Block B - Level 4 - Apt.32",,"level 4","apt.32","block b"
,,"Block B - Level 4 - Apt.33",,"level 4","apt.33","block b"
,,"Block B - Level 4 - Apt.34",,"level 4","block b","apt.34"
,,"Block B - Level 4 - Apt.35",,"level 4","apt.35","block b"
,,"Block B - Level 4 - Apt.36",,"level 4","apt.36","block b"
,,"Block B - Level 4 - Apt.37",,"level 4","apt.37","block b"
,,"Block B - Level 4 - Apt.38",,"level 4","block b","apt.38"
,,"Block B - Level 4 - Apt.39",,"level 4","apt.39","block b"
,,"Block B - Level 4 - Apt.40",,"level 4","apt.40","block b"
,,"Block B - Level 4 - Apt.41",,"level 4","block b","apt.41"
,,"Block B - Level 4 - Apt.42",,"level 4","apt.42","block b"
,,"Block B - Level 4 - Apt.43",,"level 4","apt.43","block b"
,,"Block B - Level 4 - Apt.44",,"level 4","apt.44","block b"
,,"Block B - Level 4 - Apt.45",,"level 4","block b","apt.45"
,,"Block B - Level 4 - Apt.46",,"level 4","apt.46","block b"
,,"Block B - Level 4 - Apt.47",,"level 4","apt.47","block b"
,,"Block B - Level 4 - Apt.48",,"level 4","apt.48","block b"
,,"Block B - Level 4 - Apt.49",,"level 4","block b","apt.49"
,,"Block B - Level 4 - Apt.50",,"level 4","apt.50","block b"
,,"Block B - Level 4 - Apt.51",,"level 4","apt.51","block b"
,,"Block B - Level 5 - Apt.1",,"level 5","block b","apt.1"
,,"Block B - Level 5 - Apt.2",,"level 5","apt.2","block b"
,,"Block B - Level 5 - Apt.3",,"level 5","apt.3","block b"
,,"Block B - Level 5 - Apt.4",,"apt.4","level 5","block b"
,,"Block B - Level 5 - Apt.5",,"level 5","block b","apt.5"
,,"Block B - Level 5 - Apt.6",,"level 5","apt.6","block b"
,,"Block B - Level 5 - Apt.7",,"level 5","apt.7","block b"
,,"Block B - Level 5 - Apt.8",,"apt.8","level 5","block b"
,,"Block B - Level 5 - Apt.9",,"level 5","block b","apt.9"
,,"Block B - Level 5 - Apt.10",,"level 5","apt.10","block b"
,,"Block B - Level 5 - Apt.11",,"apt.11","level 5","block b"
,,"Block B - Level 5 - Apt.12",,"level 5","block b","apt.12"
,,"Block B - Level 5 - Apt.13",,"level 5","apt.13","block b"
,,"Block B - Level 5 - Apt.14",,"level 5","apt.14","block b"
,,"Block B - Level 5 - Apt.15",,"apt.15","level 5","block b"
,,"Block B - Level 5 - Apt.16",,"level 5","block b","apt.16"
,,"Block B - Level 5 - Apt.17",,"level 5","apt.17","block b"
,,"Block B - Level 5 - Apt.18",,"level 5","apt.18","block b"
,,"Block B - Level 5 - Apt.19",,"apt.19","level 5","block b"
,,"Block B - Level 5 - Apt.20",,"level 5","apt.20","block b"
,,"Block B - Level 5 - Apt.21",,"level 5","apt.21","block b"
,,"Block B - Level 5 - Apt.22",,"apt.22","level 5","block b"
,,"Block B - Level 5 - Apt.23",,"level 5","block b","apt.23"
,,"Block B - Level 5 - Apt.24",,"level 5","apt.24","block b"
,,"Block B - Level 5 - Apt.25",,"level 5","apt.25","block b"
,,"Block B - Level 5 - Apt.26",,"apt.26","level 5","block b"
,,"Block B - Level 5 - Apt.27",,"level 5","block b","apt.27"
,,"Block B - Level 5 - Apt.28",,"level 5","apt.28","block b"
,,"Block B - Level 5 - Apt.29",,"level 5","apt.29","block b"
,,"Block B - Level 6 - Apt.1",,"level 6","block b","apt.1"
,,"Block B - Level 6 - Apt.2",,"level 6","apt.2","block b"
,,"Block B - Level 6 - Apt.3",,"apt.3","level 6","block b"
,,"Block B - Level 6 - Apt.4",,"apt.4","level 6","block b"
,,"Block B - Level 6 - Apt.5",,"level 6","block b","apt.5"
,,"Block B - Level 6 - Apt.6",,"level 6","apt.6","block b"
,,"Block B - Level 6 - Apt.7",,"apt.7","level 6","block b"
,,"Block B - Level 6 - Apt.8",,"apt.8","level 6","block b"
,,"Block B - Level 6 - Apt.9",,"level 6","block b","apt.9"
,,"Block B - Level 6 - Apt.10",,"apt.10","level 6","block b"
,,"Block B - Level 6 - Apt.11",,"apt.11","level 6","block b"
,,"Block B - Level 6 - Apt.12",,"level 6","block b","apt.12"
,,"Block B - Level 6 - Apt.13",,"level 6","apt.13","block b"
,,"Block B - Level 6 - Apt.14",,"apt.14","level 6","block b"
,,"Block B - Level 6 - Apt.15",,"apt.15","level 6","block b"
,,"Block B - Level 6 - Apt.16",,"level 6","block b","apt.16"
,,"Block B - Level 6 - Apt.17",,"level 6","apt.17","block b"
,,"Block B - Level 6 - Apt.18",,"apt.18","level 6","block b"
,,"Block B - Level 6 - Apt.19",,"apt.19","level 6","block b"
,,"Block B - Level 6 - Apt.20",,"level 6","apt.20","block b"
,,"Block B - Level 6 - Apt.21",,"apt.21","level 6","block b"
,,"Block B - Level 6 - Apt.22",,"apt.22","level 6","block b"
,,"Block B - Level 6 - Apt.23",,"level 6","block b","apt.23"
,,"Block B - Level 6 - Apt.24",,"level 6","apt.24","block b"
,,"Block B - Level 6 - Apt.25",,"apt.25","level 6","block b"
,,"Block B - Level 6 - Apt.26",,"apt.26","level 6","block b"
,,"Block B - Level 6 - Apt.27",,"level 6","block b","apt.27"
,,"Block B - Level 6 - Apt.28",,"level 6","apt.28","block b"
,,"Block B - Level 6 - Apt.29",,"apt.29","level 6","block b"
,,"Block B - Level 6 - Apt.30",,"level 6","block b","apt.30"
,,"Block B - Level 6 - Apt.31",,"level 6","apt.31","block b"
,,"Block B - Level 6 - Apt.32",,"apt.32","level 6","block b"
,,"Block B - Level 6 - Apt.33",,"apt.33","level 6","block b"
,,"Block B - Level 6 - Apt.34",,"level 6","block b","apt.34"
,,"Block B - Level 6 - Apt.35",,"level 6","apt.35","block b"
,,"Block B - Level 6 - Apt.36",,"apt.36","level 6","block b"
,,"Block B - Level 6 - Apt.37",,"apt.37","level 6","block b"
,,"Block B - Level 6 - Apt.38",,"level 6","block b","apt.38"
,,"Block B - Level 6 - Apt.39",,"level 6","apt.39","block b"
,,"Block B - Level 6 - Apt.40",,"apt.40","level 6","block b"
,"Columns"
,,"Rough In",,"rough in"
,,"Cut Out",,"cut out"
,,"Fit Off",,"fit off"
,,"Commissioning",,"commissioning"

"Retail Progress"
,"Scope",,
,"Rows"
,,"Block A",,"block a","retail"
,,"Block B",,"retail","block b"
,,"Block C",,"block c","retail"
,"Columns"
,,"Rough In",,"rough in"
,,"Fit Off",,"fit off"
,,"Commissioning",,"commissioning"

"Dan Murphy's Progress"
,"Scope",,
,"Rows"
,,"Block A",,"block a","dan murphy's"
,"Columns"
,,"Rough In",,"rough in"
,,"Fit Off",,"fit off"
,,"Commissioning",,"commissioning"

"Woolworths Progress"
,"Scope",,
,"Rows"
,,"Block B",,"block b","woolworths"
,"Columns"
,,"Rough In",,"rough in"
,,"Fit Off",,"fit off"
,,"Commissioning",,"commissioning"

