"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Building A Overall Progress"
,"Scope",,
,"Rows"
,,"Building A","dynamic","building a"
,"Columns"
,,"Grid A5 Internal gutter (lower Lvl)",,"grid a5 internal gutter (lower lvl)"
,,"Grid A8 Internal gutter",,"grid a8 internal gutter"
,,"Grid AM-AN Roof",,"grid am-an roof"
,,"Grid A11/AR Internal gutter",,"grid a11/ar internal gutter"
,,"Grid A1/AK Internal gutter",,"grid a1/ak internal gutter"
,,"Grid A11/AK Internal gutter",,"grid a11/ak internal gutter"
,,"Grid A6 Internal gutter",,"grid a6 internal gutter"
,,"Grid A6 Roof Plant deck",,"grid a6 roof plant deck"
,,"Grid A12-A13 Roof",,"grid a12-a13 roof"
,,"Grid AD-AE Roof",,"grid ad-ae roof"

"Building D Overall Progress"
,"Scope",,
,"Rows"
,,"Building D","dynamic","building d"
,"Columns"
,,"Grid DC Internal Gutter (Lower Lvl)",,"grid dc internal gutter (lower lvl)"
,,"Grid DC-DE Main Gutter",,"grid dc-de main gutter"
,,"Grid DE-DQ Main Gutter",,"grid de-dq main gutter"
,,"Grid D4-D7 Roof Plant deck",,"grid d4-d7 roof plant deck"
,,"Grid DQ-DU Main gutter",,"grid dq-du main gutter"

"Building E Overall Progress"
,"Scope",,
,"Rows"
,,"Building E","dynamic","building e"
,"Columns"
,,"Grid E14- E17 Roof Plant deck",,"grid e14- e17 roof plant deck"
,,"Grid E9- E14 Main Gutter",,"grid e9- e14 main gutter"
,,"Grid EB/E12 Simulated Roof",,"grid eb/e12 simulated roof"
,,"Grid EK/E12 Simulated Roof",,"grid ek/e12 simulated roof"
,,"Grid E7- E9 Main gutter",,"grid e7- e9 main gutter"
,,"Grid E4-E8 Simulated tapered Roof",,"grid e4-e8 simulated tapered roof"
,,"Grid EB-ED Simulated Roof",,"grid eb-ed simulated roof"
,,"Grid EH-EK Simulated Roof",,"grid eh-ek simulated roof"
,,"Grid E8/EK Swimming pool interface roof",,"grid e8/ek swimming pool interface roof"

