"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Jonty - Project Manager Residential Electrical"
,"Scope",,,"project manager","jonty - project manager residential electrical"
,"Rows"
,,"November 13, 2023 - November 17, 2023","grouping","november 13, 2023 - november 17, 2023"
,,"Monday",,"project manager","jonty - project manager residential electrical","november 13, 2023 - november 17, 2023","monday"
,,"Tuesday",,"tuesday","project manager","jonty - project manager residential electrical","november 13, 2023 - november 17, 2023"
,,"Wednesday",,"wednesday","project manager","jonty - project manager residential electrical","november 13, 2023 - november 17, 2023"
,,"Thursday",,"thursday","project manager","jonty - project manager residential electrical","november 13, 2023 - november 17, 2023"
,,"Friday",,"friday","project manager","jonty - project manager residential electrical","november 13, 2023 - november 17, 2023"
,,"November 20, 2023 - November 24, 2023","grouping","november 20, 2023 - november 24, 2023"
,,"Monday",,"november 20, 2023 - november 24, 2023","project manager","jonty - project manager residential electrical","monday"
,,"Tuesday",,"november 20, 2023 - november 24, 2023","tuesday","project manager","jonty - project manager residential electrical"
,,"Wednesday",,"november 20, 2023 - november 24, 2023","wednesday","project manager","jonty - project manager residential electrical"
,,"Thursday",,"november 20, 2023 - november 24, 2023","thursday","project manager","jonty - project manager residential electrical"
,,"Friday",,"november 20, 2023 - november 24, 2023","friday","project manager","jonty - project manager residential electrical"
,,"November 27, 2023 - December 1, 2023","grouping","november 27, 2023 - december 1, 2023"
,,"Monday",,"project manager","jonty - project manager residential electrical","november 27, 2023 - december 1, 2023","monday"
,,"Tuesday",,"tuesday","project manager","jonty - project manager residential electrical","november 27, 2023 - december 1, 2023"
,,"Wednesday",,"wednesday","project manager","jonty - project manager residential electrical","november 27, 2023 - december 1, 2023"
,,"Thursday",,"thursday","project manager","jonty - project manager residential electrical","november 27, 2023 - december 1, 2023"
,,"Friday",,"friday","project manager","jonty - project manager residential electrical","november 27, 2023 - december 1, 2023"
,,"December 4, 2023 - December 8, 2023","grouping","december 4, 2023 - december 8, 2023"
,,"Monday",,"december 4, 2023 - december 8, 2023","project manager","jonty - project manager residential electrical","monday"
,,"Tuesday",,"december 4, 2023 - december 8, 2023","tuesday","project manager","jonty - project manager residential electrical"
,,"Wednesday",,"december 4, 2023 - december 8, 2023","wednesday","project manager","jonty - project manager residential electrical"
,,"Thursday",,"december 4, 2023 - december 8, 2023","thursday","project manager","jonty - project manager residential electrical"
,,"Friday",,"december 4, 2023 - december 8, 2023","friday","project manager","jonty - project manager residential electrical"
,,"December 11, 2023 - December 15, 2023","grouping","december 11, 2023 - december 15, 2023"
,,"Monday",,"project manager","jonty - project manager residential electrical","december 11, 2023 - december 15, 2023","monday"
,,"Tuesday",,"tuesday","project manager","jonty - project manager residential electrical","december 11, 2023 - december 15, 2023"
,,"Wednesday",,"wednesday","project manager","jonty - project manager residential electrical","december 11, 2023 - december 15, 2023"
,,"Thursday",,"thursday","project manager","jonty - project manager residential electrical","december 11, 2023 - december 15, 2023"
,,"Friday",,"friday","project manager","jonty - project manager residential electrical","december 11, 2023 - december 15, 2023"
,,"December 18, 2023 - December 22, 2023","grouping","december 18, 2023 - december 22, 2023"
,,"Monday",,"project manager","jonty - project manager residential electrical","december 18, 2023 - december 22, 2023","monday"
