"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Plastering & Internal Hebel Progress"
,"Scope",,
,"Rows"
,,"BUILDING A","grouping","building a"
,,"Building A - Ground floor","grouping","building a - ground floor"
,,"Corridor",,"ground floor","corridor","building a","plastering & internal hebel"
,,"AG01",,"ground floor","ag01","building a","plastering & internal hebel"
,,"AG02",,"ground floor","ag02","building a","plastering & internal hebel"
,,"AG03",,"ground floor","ag03","building a","plastering & internal hebel"
,,"AG04",,"ground floor","building a","plastering & internal hebel","ag04"
,,"AG05",,"ground floor","building a","plastering & internal hebel","ag05"
,,"AG06",,"ground floor","ag06","building a","plastering & internal hebel"
,,"AG07",,"ag07","ground floor","building a","plastering & internal hebel"
,,"AG08",,"ground floor","ag08","building a","plastering & internal hebel"
,,"AG09",,"ground floor","ag09","building a","plastering & internal hebel"
,,"Building A - Level 1","grouping","building a - level 1"
,,"Corridor",,"corridor","level 1","building a","plastering & internal hebel"
,,"A101",,"a101","level 1","building a","plastering & internal hebel"
,,"A102",,"level 1","building a","plastering & internal hebel","a102"
,,"A103",,"level 1","building a","plastering & internal hebel","a103"
,,"A104",,"a104","level 1","building a","plastering & internal hebel"
,,"A105",,"a105","level 1","building a","plastering & internal hebel"
,,"A106",,"a106","level 1","building a","plastering & internal hebel"
,,"A107",,"a107","level 1","building a","plastering & internal hebel"
,,"A108",,"a108","level 1","building a","plastering & internal hebel"
,,"A109",,"a109","level 1","building a","plastering & internal hebel"
,,"Building A - Level 2","grouping","building a - level 2"
,,"Corridor",,"corridor","building a","plastering & internal hebel","level 2"
,,"A201",,"building a","plastering & internal hebel","a201","level 2"
,,"A202",,"building a","plastering & internal hebel","level 2","a202"
,,"A203",,"a203","building a","plastering & internal hebel","level 2"
,,"A204",,"a204","building a","plastering & internal hebel","level 2"
,,"A205",,"a205","building a","plastering & internal hebel","level 2"
,,"A206",,"a206","building a","plastering & internal hebel","level 2"
,,"A207",,"a207","building a","plastering & internal hebel","level 2"
,,"A208",,"a208","building a","plastering & internal hebel","level 2"
,,"A209",,"building a","plastering & internal hebel","a209","level 2"
,,"A210",,"a210","building a","plastering & internal hebel","level 2"
,,"Building A - Level 3","grouping","building a - level 3"
,,"Corridor",,"corridor","building a","plastering & internal hebel","level 3"
,,"A301",,"building a","plastering & internal hebel","a301","level 3"
,,"A302",,"a302","building a","plastering & internal hebel","level 3"
,,"A303",,"a303","building a","plastering & internal hebel","level 3"
