,,"Level 03 - A302",,"a302","balcony","level 03"
,,"Level 03 - A303",,"a303","balcony","level 03"
,,"Level 03 - A304",,"balcony","level 03","a304"
,,"Level 03 - A305",,"balcony","level 03","a305"
,,"Level 03 - B301",,"balcony","level 03","b301"
,,"Level 03 - B302",,"balcony","level 03","b302"
,,"Level 03 - B303",,"b303","balcony","level 03"
,,"Level 03 - B304",,"b304","balcony","level 03"
,,"Level 03 - B305",,"balcony","level 03","b305"
,,"Level 03 - C301",,"c301","balcony","level 03"
,,"Level 03 - C302",,"balcony","level 03","c302"
,,"Level 03 - C303",,"balcony","level 03","c303"
,,"Level 03 - C304",,"c304","balcony","level 03"
,,"Level 03 - C305",,"c305","balcony","level 03"
,,"Level 03 - D301",,"balcony","level 03","d301"
,,"Level 03 - D302",,"balcony","level 03","d302"
,,"Level 03 - D303",,"d303","balcony","level 03"
,,"Level 03 - D304",,"d304","balcony","level 03"
,,"Level 03 - D305",,"balcony","level 03","d305"
,,"Level 03 - E301",,"e301","balcony","level 03"
,,"Level 03 - E302",,"balcony","level 03","e302"
,,"Level 03 - E303",,"balcony","level 03","e303"
,,"Level 03 - E304",,"e304","balcony","level 03"
,,"Level 03 - E305",,"e305","balcony","level 03"
,,"Level 03 - F301",,"f301","balcony","level 03"
,,"Level 03 - F302",,"f302","balcony","level 03"
,,"Level 03 - F303",,"balcony","level 03","f303"
,,"Level 03 - F304",,"balcony","level 03","f304"
,,"Level 03 - F305",,"f305","balcony","level 03"
,,"Level 04 - A401",,"a401","level 04","balcony"
,,"Level 04 - A402",,"level 04","a402","balcony"
,,"Level 04 - A403",,"level 04","balcony","a403"
,,"Level 04 - A404",,"level 04","balcony","a404"
,,"Level 04 - A405",,"a405","level 04","balcony"
,,"Level 04 - B401",,"level 04","balcony","b401"
,,"Level 04 - B402",,"level 04","b402","balcony"
,,"Level 04 - B403",,"b403","level 04","balcony"
,,"Level 04 - B404",,"level 04","balcony","b404"
,,"Level 04 - B405",,"level 04","balcony","b405"
,,"Level 04 - C401",,"level 04","balcony","c401"
,,"Level 04 - C402",,"level 04","balcony","c402"
,,"Level 04 - C403",,"level 04","c403","balcony"
,,"Level 04 - C404",,"c404","level 04","balcony"
,,"Level 04 - C405",,"level 04","balcony","c405"
,,"Level 04 - D401",,"level 04","balcony","d401"
,,"Level 04 - D402",,"d402","level 04","balcony"
,,"Level 04 - D403",,"level 04","d403","balcony"
,,"Level 04 - D404",,"level 04","balcony","d404"
,,"Level 04 - D405",,"level 04","balcony","d405"
,,"Level 04 - E401",,"level 04","balcony","e401"
,,"Level 04 - E402",,"level 04","balcony","e402"
,,"Level 04 - E403",,"e403","level 04","balcony"
,,"Level 04 - E404",,"level 04","e404","balcony"
,,"Level 04 - F401",,"f401","level 04","balcony"
,,"Level 04 - F402",,"level 04","balcony","f402"
,,"Level 04 - F403",,"level 04","balcony","f403"
,,"Level 04 - F404",,"level 04","f404","balcony"
,,"Level 05 - A501",,"level 05","a501","balcony"
,,"Level 05 - A502",,"level 05","balcony","a502"
,,"Level 05 - A503",,"level 05","balcony","a503"
,,"Level 05 - A504",,"level 05","a504","balcony"
,,"Level 05 - A505",,"level 05","a505","balcony"
,,"Level 05 - B501",,"level 05","b501","balcony"
,,"Level 05 - B502",,"level 05","b502","balcony"
,,"Level 05 - B503",,"level 05","balcony","b503"
,,"Level 05 - B504",,"level 05","balcony","b504"
,,"Level 05 - B505",,"level 05","b505","balcony"
,,"Level 05 - C501",,"level 05","balcony","c501"
,,"Level 05 - C502",,"level 05","c502","balcony"
,,"Level 05 - C503",,"level 05","c503","balcony"
,,"Level 05 - C504",,"level 05","balcony","c504"
,,"Level 05 - C505",,"level 05","balcony","c505"
,,"Level 05 - D501",,"level 05","d501","balcony"
,,"Level 05 - D502",,"level 05","d502","balcony"
,,"Level 05 - D503",,"level 05","balcony","d503"
,,"Level 05 - D504",,"level 05","balcony","d504"
,,"Level 05 - D505",,"level 05","d505","balcony"
,,"Level 05 - E501",,"level 05","balcony","e501"
,,"Level 05 - E502",,"level 05","e502","balcony"
,,"Level 05 - E503",,"level 05","e503","balcony"
,,"Level 05 - F501",,"level 05","balcony","f501"
,,"Level 05 - F502",,"level 05","balcony","f502"
,,"Level 05 - F503",,"level 05","f503","balcony"
,,"Level 06 - A601",,"balcony","a601","level 06"
,,"Level 06 - A602",,"balcony","level 06","a602"
,,"Level 06 - A603",,"a603","balcony","level 06"
,,"Level 06 - A604",,"a604","balcony","level 06"
,,"Level 06 - A605",,"balcony","a605","level 06"
,,"Level 06 - A606",,"balcony","level 06","a606"
,,"Level 06 - A607",,"a607","balcony","level 06"
,,"Level 06 - B601",,"b601","balcony","level 06"
,,"Level 06 - B602",,"balcony","level 06","b602"
,,"Level 06 - B603",,"balcony","b603","level 06"
,,"Level 06 - B604",,"b604","balcony","level 06"
,,"Level 06 - B605",,"b605","balcony","level 06"
,,"Level 06 - C601",,"c601","balcony","level 06"
,,"Level 06 - C602",,"c602","balcony","level 06"
,,"Level 06 - C603",,"balcony","level 06","c603"
,,"Level 06 - C604",,"balcony","c604","level 06"
,,"Level 06 - C605",,"c605","balcony","level 06"
,,"Level 06 - D601",,"d601","balcony","level 06"
,,"Level 06 - D602",,"balcony","d602","level 06"
,,"Level 06 - D603",,"balcony","level 06","d603"
,,"Level 06 - D604",,"d604","balcony","level 06"
,,"Level 06 - D605",,"d605","balcony","level 06"
,,"Level 06 - D606",,"balcony","d606","level 06"
,,"Level 06 - D607",,"balcony","level 06","d607"
,,"Level 06 - D608",,"d608","balcony","level 06"
,,"Level 07 - A701",,"balcony","level 07","a701"
,,"Level 07 - A702",,"a702","balcony","level 07"
,,"Level 07 - A703",,"a703","balcony","level 07"
,,"Level 07 - A704",,"balcony","level 07","a704"
,,"Level 07 - A705",,"balcony","level 07","a705"
,,"Level 07 - A706",,"a706","balcony","level 07"
,,"Level 07 - B701",,"balcony","level 07","b701"
,,"Level 07 - B702",,"balcony","level 07","b702"
,,"Level 07 - B703",,"b703","balcony","level 07"
,,"Level 07 - B704",,"b704","balcony","level 07"
,,"Level 07 - B705",,"balcony","level 07","b705"
,,"Level 07 - C701",,"c701","balcony","level 07"
,,"Level 07 - C702",,"balcony","level 07","c702"
,,"Level 07 - C703",,"balcony","level 07","c703"
,,"Level 07 - C704",,"c704","balcony","level 07"
,,"Level 07 - C705",,"c705","balcony","level 07"
,,"Level 07 - D701",,"balcony","level 07","d701"
,,"Level 07 - D702",,"balcony","level 07","d702"
,,"Level 07 - D703",,"d703","balcony","level 07"
,,"Level 07 - D704",,"d704","balcony","level 07"
,,"Level 07 - D705",,"balcony","level 07","d705"
,,"Level 07 - D706",,"balcony","level 07","d706"
,,"Level 08 - A801",,"a801","level 08","balcony"
,,"Level 08 - A802",,"level 08","a802","balcony"
,,"Level 08 - A803",,"level 08","balcony","a803"
,,"Level 08 - A804",,"level 08","balcony","a804"
,,"Level 08 - B801",,"level 08","balcony","b801"
,,"Level 08 - B802",,"level 08","b802","balcony"
,,"Level 08 - B803",,"b803","level 08","balcony"
,,"Level 08 - B804",,"level 08","balcony","b804"
,,"Level 08 - B805",,"level 08","balcony","b805"
,,"Level 08 - C801",,"level 08","balcony","c801"
,,"Level 08 - C802",,"level 08","balcony","c802"
,,"Level 08 - D801",,"level 08","balcony","d801"
,,"Level 08 - D802",,"d802","level 08","balcony"
,,"Level 08 - D803",,"level 08","d803","balcony"
,,"Level 08 - D804",,"level 08","balcony","d804"
,"Columns"
,,"Area accessible and ready (If failed please take a photo)",,"area accessible and ready (if failed please take a photo)"
,,"Surface has been checked and confirmed acceptable",,"surface has been checked and confirmed acceptable"
,,"Has a bucket test been completed by others to ensure compliance falls to waste",,"has a bucket test been completed by others to ensure compliance falls to waste"
,,"Primer (Ensure photo is taken)",,"primer (ensure photo is taken)"
,,"Correct curing time allowed 1hr (Primer)",,"correct curing time allowed 1hr (primer)"
,,"Ensure joints are treated in accordance with post completion movement tolerances",,"ensure joints are treated in accordance with post completion movement tolerances"
,,"Caulking Preparation",,"caulking preparation"
,,"1st Coat (Ensure photo is taken)",,"1st coat (ensure photo is taken)"
,,"Correct curing time allowed 12hr (1st Coat)",,"correct curing time allowed 12hr (1st coat)"
,,"2nd Coat (Ensure photo is taken)",,"2nd coat (ensure photo is taken)"
,,"Correct curing time allowed 12hr (2nd Coat)",,"correct curing time allowed 12hr (2nd coat)"
,,"Detailed areas such as pipe penetrations, pits, joints, pile capping installed",,"detailed areas such as pipe penetrations, pits, joints, pile capping installed as per specification"
,,"Application to correct DFT (Ensure photo is taken)",,"application to correct dft (ensure photo is taken)"
,,"UV Stable top coat applied (Ensure photo is taken)",,"uv stable top coat applied (ensure photo is taken)"
,,"Correct curing time allowed 12hr (UV Stable)",,"correct curing time allowed 12hr (uv stable)"
,,"Ensure all penetrations by others are sealed",,"ensure all penetrations by others are sealed to ensure works are not compromised."

"External Step Downs Progress"
,"Scope",,
,"Rows"
,,"Level 00 - A001",,"a001","level 00","external step downs"
,,"Level 00 - A002",,"level 00","a002","external step downs"
,,"Level 00 - E001",,"level 00","e001","external step downs"
,,"Level 00 - E002",,"level 00","external step downs","e002"
,,"Level 00 - E003",,"e003","level 00","external step downs"
,,"Level 00 - F001",,"f001","level 00","external step downs"
,,"Level 00 - F002",,"level 00","external step downs","f002"
,,"Level 00 - F003",,"level 00","f003","external step downs"
,,"Level 00 - TH-01",,"th-01","level 00","external step downs"
,,"Level 00 - TH-02",,"level 00","th-02","external step downs"
,,"Level 00 - TH-03",,"level 00","th-03","external step downs"
,,"Level 00 - TH-04",,"level 00","external step downs","th-04"
,,"Level 00 - TH-05",,"th-05","level 00","external step downs"
,,"Level 00 - TH-06",,"level 00","th-06","external step downs"
,,"Level 00 - TH-07",,"level 00","th-07","external step downs"
,,"Level 00 - TH-08",,"level 00","external step downs","th-08"
,,"Level 01 - A101",,"level 01","a101","external step downs"
,,"Level 01 - A102",,"level 01","a102","external step downs"
,,"Level 01 - A103",,"level 01","external step downs","a103"
,,"Level 01 - A104",,"level 01","a104","external step downs"
,,"Level 01 - B101",,"level 01","b101","external step downs"
,,"Level 01 - B102",,"level 01","b102","external step downs"
,,"Level 01 - B103",,"level 01","external step downs","b103"
,,"Level 01 - C101",,"level 01","c101","external step downs"
,,"Level 01 - D101",,"level 01","d101","external step downs"
,,"Level 01 - D102",,"level 01","d102","external step downs"
,,"Level 01 - D103",,"level 01","d103","external step downs"
,,"Level 01 - D104",,"level 01","external step downs","d104"
,,"Level 01 - D105",,"level 01","d105","external step downs"
,,"Level 01 - E101",,"level 01","external step downs","e101"
,,"Level 01 - E102",,"level 01","e102","external step downs"
,,"Level 01 - E103",,"level 01","e103","external step downs"
,,"Level 01 - E104",,"level 01","e104","external step downs"
,,"Level 01 - F101",,"level 01","external step downs","f101"
,,"Level 01 - F102",,"level 01","f102","external step downs"
,,"Level 01 - F103",,"level 01","f103","external step downs"
,,"Level 01 - TH-01",,"level 01","th-01","external step downs"
,,"Level 01 - TH-02",,"level 01","th-02","external step downs"
,,"Level 01 - TH-03",,"level 01","th-03","external step downs"
,,"Level 01 - TH-04",,"level 01","external step downs","th-04"
,,"Level 01 - TH-05",,"level 01","th-05","external step downs"
,,"Level 01 - TH-06",,"level 01","th-06","external step downs"
,,"Level 01 - TH-07",,"level 01","th-07","external step downs"
,,"Level 01 - TH-08",,"level 01","external step downs","th-08"
,,"Level 02 - A201",,"a201","external step downs","level 02"
,,"Level 02 - A202",,"external step downs","level 02","a202"
,,"Level 02 - A203",,"a203","external step downs","level 02"
,,"Level 02 - A204",,"a204","external step downs","level 02"
,,"Level 02 - A205",,"a205","external step downs","level 02"
,,"Level 02 - A206",,"external step downs","level 02","a206"
,,"Level 02 - B201",,"b201","external step downs","level 02"
,,"Level 02 - B202",,"external step downs","level 02","b202"
,,"Level 02 - B203",,"b203","external step downs","level 02"
,,"Level 02 - B204",,"b204","external step downs","level 02"
,,"Level 02 - B205",,"b205","external step downs","level 02"
,,"Level 02 - C201",,"c201","external step downs","level 02"
,,"Level 02 - C202",,"c202","external step downs","level 02"
,,"Level 02 - C203",,"external step downs","level 02","c203"
,,"Level 02 - C204",,"c204","external step downs","level 02"
,,"Level 02 - D201",,"d201","external step downs","level 02"
,,"Level 02 - D202",,"d202","external step downs","level 02"
,,"Level 02 - D203",,"external step downs","level 02","d203"
,,"Level 02 - D204",,"d204","external step downs","level 02"
,,"Level 02 - D205",,"d205","external step downs","level 02"
,,"Level 02 - D206",,"d206","external step downs","level 02"
,,"Level 02 - E201",,"e201","external step downs","level 02"
,,"Level 02 - E202",,"e202","external step downs","level 02"
,,"Level 02 - E203",,"e203","external step downs","level 02"
,,"Level 02 - E204",,"external step downs","level 02","e204"
,,"Level 02 - F201",,"f201","external step downs","level 02"
,,"Level 02 - F202",,"f202","external step downs","level 02"
,,"Level 02 - F203",,"f203","external step downs","level 02"
,,"Level 02 - F204",,"external step downs","level 02","f204"
,,"Level 03 - A301",,"level 03","external step downs","a301"
,,"Level 03 - A302",,"a302","level 03","external step downs"
,,"Level 03 - A303",,"a303","level 03","external step downs"
,,"Level 03 - A304",,"level 03","a304","external step downs"
,,"Level 03 - A305",,"level 03","external step downs","a305"
,,"Level 03 - B301",,"level 03","external step downs","b301"
,,"Level 03 - B302",,"level 03","b302","external step downs"
,,"Level 03 - B303",,"b303","level 03","external step downs"
,,"Level 03 - B304",,"b304","level 03","external step downs"
,,"Level 03 - B305",,"level 03","external step downs","b305"
,,"Level 03 - C301",,"c301","level 03","external step downs"
,,"Level 03 - C302",,"level 03","external step downs","c302"
,,"Level 03 - C303",,"level 03","c303","external step downs"
,,"Level 03 - C304",,"c304","level 03","external step downs"
,,"Level 03 - C305",,"c305","level 03","external step downs"
,,"Level 03 - D301",,"level 03","d301","external step downs"
,,"Level 03 - D302",,"level 03","external step downs","d302"
,,"Level 03 - D303",,"d303","level 03","external step downs"
,,"Level 03 - D304",,"d304","level 03","external step downs"
,,"Level 03 - D305",,"level 03","d305","external step downs"
,,"Level 03 - E301",,"e301","level 03","external step downs"
,,"Level 03 - E302",,"level 03","e302","external step downs"
,,"Level 03 - E303",,"level 03","external step downs","e303"
,,"Level 03 - E304",,"e304","level 03","external step downs"
,,"Level 03 - E305",,"e305","level 03","external step downs"
,,"Level 03 - F301",,"f301","level 03","external step downs"
,,"Level 03 - F302",,"f302","level 03","external step downs"
,,"Level 03 - F303",,"level 03","external step downs","f303"
,,"Level 03 - F304",,"level 03","f304","external step downs"
,,"Level 03 - F305",,"f305","level 03","external step downs"
,,"Level 04 - A401",,"a401","level 04","external step downs"
,,"Level 04 - A402",,"level 04","a402","external step downs"
,,"Level 04 - A403",,"level 04","a403","external step downs"
,,"Level 04 - A404",,"level 04","external step downs","a404"
,,"Level 04 - A405",,"a405","level 04","external step downs"
,,"Level 04 - B401",,"level 04","b401","external step downs"
,,"Level 04 - B402",,"level 04","b402","external step downs"
,,"Level 04 - B403",,"b403","level 04","external step downs"
,,"Level 04 - B404",,"level 04","external step downs","b404"
,,"Level 04 - B405",,"level 04","b405","external step downs"
,,"Level 04 - C401",,"level 04","external step downs","c401"
,,"Level 04 - C402",,"level 04","c402","external step downs"
,,"Level 04 - C403",,"level 04","c403","external step downs"
,,"Level 04 - C404",,"c404","level 04","external step downs"
,,"Level 04 - C405",,"level 04","external step downs","c405"
,,"Level 04 - D401",,"level 04","external step downs","d401"
,,"Level 04 - D402",,"d402","level 04","external step downs"
,,"Level 04 - D403",,"level 04","d403","external step downs"
,,"Level 04 - D404",,"level 04","d404","external step downs"
,,"Level 04 - D405",,"level 04","external step downs","d405"
,,"Level 04 - E401",,"level 04","e401","external step downs"
,,"Level 04 - E402",,"level 04","external step downs","e402"
,,"Level 04 - E403",,"e403","level 04","external step downs"
,,"Level 04 - E404",,"level 04","e404","external step downs"
,,"Level 04 - F401",,"f401","level 04","external step downs"
,,"Level 04 - F402",,"level 04","external step downs","f402"
,,"Level 04 - F403",,"level 04","f403","external step downs"
,,"Level 04 - F404",,"level 04","f404","external step downs"
,,"Level 05 - A501",,"level 05","a501","external step downs"
,,"Level 05 - A502",,"level 05","a502","external step downs"
,,"Level 05 - A503",,"level 05","external step downs","a503"
,,"Level 05 - A504",,"level 05","a504","external step downs"
,,"Level 05 - A505",,"level 05","a505","external step downs"
,,"Level 05 - B501",,"level 05","b501","external step downs"
,,"Level 05 - B502",,"level 05","b502","external step downs"
,,"Level 05 - B503",,"level 05","external step downs","b503"
,,"Level 05 - B504",,"level 05","b504","external step downs"
,,"Level 05 - B505",,"level 05","b505","external step downs"
,,"Level 05 - C501",,"level 05","c501","external step downs"
,,"Level 05 - C502",,"level 05","c502","external step downs"
,,"Level 05 - C503",,"level 05","c503","external step downs"
,,"Level 05 - C504",,"level 05","external step downs","c504"
,,"Level 05 - C505",,"level 05","c505","external step downs"
,,"Level 05 - D501",,"level 05","d501","external step downs"
,,"Level 05 - D502",,"level 05","d502","external step downs"
,,"Level 05 - D503",,"level 05","d503","external step downs"
,,"Level 05 - D504",,"level 05","external step downs","d504"
,,"Level 05 - D505",,"level 05","d505","external step downs"
,,"Level 05 - E501",,"level 05","external step downs","e501"
,,"Level 05 - E502",,"level 05","e502","external step downs"
,,"Level 05 - E503",,"level 05","e503","external step downs"
