"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"EXTERIOR"
,"Scope",,
,"Rows"
,,"BUILDING","dynamic","building","exterior"
,"Columns"
,,"Exterior Apartment Wall Lighting Prewired",,"exterior apartment wall lighting prewired"
,,"Cable Seal Applied Pre Cladding",,"cable seal applied pre cladding"
,,"Exterior Apartment Wall Lighting Installed And Connected",,"exterior apartment wall lighting installed and connected"
,,"Light Fittings Cleaned And Sealed Against Water Ingress",,"light fittings cleaned and sealed against water ingress"
,,"Exterior In Ground Lighting Prewired",,"exterior in ground lighting prewired"
,,"Exterior In Ground Lighting Installed And Connected",,"exterior in ground lighting installed and connected"
,,"Light Fittings Cleaned And Sealed Against Water Ingress",,"light fittings cleaned and sealed against water ingress"

"INTERIOR - Apartment"
,"Scope",,
,"Rows"
,,"LEVEL 1 - APARTMENT 101",,"level 1","mlc gulf rise - building 4","interior"
,,"LEVEL 2 - APARTMENT 201",,"level 2","mlc gulf rise - building 4","interior"
,,"LEVEL 2 - APARTMENT 202",,"level 2","mlc gulf rise - building 4","interior"
,,"LEVEL 2 - APARTMENT 203",,"level 2","mlc gulf rise - building 4","interior"
,,"LEVEL 2 - APARTMENT 204",,"level 2","mlc gulf rise - building 4","interior"
,,"LEVEL 2 - APARTMENT 205",,"level 2","mlc gulf rise - building 4","interior"
,,"LEVEL 2 - APARTMENT 206",,"level 2","mlc gulf rise - building 4","interior"
,,"LEVEL 2 - APARTMENT 207",,"level 2","mlc gulf rise - building 4","interior"
,,"LEVEL 2 - APARTMENT 208",,"level 2","mlc gulf rise - building 4","interior"
,,"LEVEL 2 - APARTMENT 209",,"level 2","mlc gulf rise - building 4","interior"
,,"LEVEL 2 - APARTMENT 210",,"level 2","mlc gulf rise - building 4","interior"
,,"LEVEL 2 - APARTMENT 211",,"level 2","mlc gulf rise - building 4","interior"
,,"LEVEL 3 - APARTMENT 301",,"mlc gulf rise - building 4","interior","level 3"
,,"LEVEL 3 - APARTMENT 302",,"mlc gulf rise - building 4","interior","level 3"
,,"LEVEL 3 - APARTMENT 303",,"mlc gulf rise - building 4","interior","level 3"
,,"LEVEL 3 - APARTMENT 304",,"mlc gulf rise - building 4","interior","level 3"
,,"LEVEL 3 - APARTMENT 305",,"mlc gulf rise - building 4","interior","level 3"
,,"LEVEL 3 - APARTMENT 306",,"mlc gulf rise - building 4","interior","level 3"
,,"LEVEL 3 - APARTMENT 307",,"mlc gulf rise - building 4","interior","level 3"
,,"LEVEL 3 - APARTMENT 308",,"mlc gulf rise - building 4","interior","level 3"
,,"LEVEL 3 - APARTMENT 309",,"mlc gulf rise - building 4","interior","level 3"
,,"LEVEL 3 - APARTMENT 310",,"mlc gulf rise - building 4","interior","level 3"
,,"LEVEL 3 - APARTMENT 311",,"mlc gulf rise - building 4","interior","level 3"
,,"LEVEL 4 - APARTMENT 401",,"level 4","mlc gulf rise - building 4","interior"
,,"LEVEL 4 - APARTMENT 402",,"level 4","mlc gulf rise - building 4","interior"
