Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Stage 1 Admin etc  b01,dynamic,Stage 1 Admin etc  b01,
,,Stage 2 ,dynamic,Stage 2 ,
,,Stage 3 ,dynamic,Stage 3 ,
,,Stage 4 ,dynamic,Stage 4 ,
,,Ellerslie. B02,grouping,Ellerslie. B02,
,,Ellerslie. B02,,Ellerslie. B02,
,,Holy Toledo   . B04,grouping,Holy Toledo   . B04,
,,Holy Toledo   . B04,,Holy Toledo   . B04,
,,Zallinda. B05,grouping,Zallinda. B05,
,,Zallinda. B05,,Zallinda. B05,
,,Cambridge..B07,grouping,Cambridge..B07,
,,Cambridge..B07,,Cambridge..B07,
,,North Fleet. B06,grouping,North Fleet. B06,
,,North Fleet. B06,,North Fleet. B06,
,,Big bikkies..B03,grouping,Big bikkies..B03,
,,Big bikkies..B03,,Big bikkies..B03,
,Columns,,,,
,,Main Building & Townhouse Spiderproofing,,Main Building & Townhouse Spiderproofing,
,,Main Building Gutter Debris Removal,,Main Building Gutter Debris Removal,
,,Main Building Plaster Wall Washdowns,,Main Building Plaster Wall Washdowns,
,,Path Treatments & Lamp Cleaning,,Path Treatments & Lamp Cleaning,
